index,reference,zero_shot_translation,improved_translation,single_agent_translation,bleu_zero_shot,bleu_improved,bleu_single_agent,meteor_zero_shot,meteor_improved,meteor_single_agent,bleurt_zero_shot,bleurt_improved,bleurt_single_agent,comet_zero_shot,comet_improved,comet_single_agent
179,"Given, the reason behind this change in direction was not the writers' good sense, but rather the protagonist's extreme asexuality which, in turn, was dictated by a desire to, no matter what, avoid the topic of pedophilia.","Understood, that the reason for the change of course was not the authors' sense of moderation, but the glaring asexuality of the protagonist, which in turn is dictated by the unwillingness to touch upon the topic of pedophilia in any way.","The authors' lack of restraint was not the reason for the change in direction, but rather the protagonist's blatant lack of sexuality, which in turn stemmed from an unwillingness to address the topic of pedophilia in any way.","The authors' reluctance to address the protagonist's lack of sexual interest was the reason for the change of course, rather than any sense of moderation.",0.1199,0.2313,0.0295,0.3131,0.3786,0.1536,0.6788,0.6548,0.4897,0.7894,0.802,0.7135
182,You can feel the work of the corporate team of marketers who thought through every detail to ensure that the film would be liked by every category of viewer.,The meticulous work of a well-coordinated team of marketers who have thought through every detail to make the film appealing to all categories of citizens can be felt.,The meticulous work of a well-coordinated team of marketers who have thought through every detail to make the film appealing to the entire population can be seen.,The meticulous work of a well-coordinated team of marketing professionals who have thoughtfully considered every detail to make the film appealing to all audiences can be felt.,0.2434,0.2434,0.0561,0.5518,0.3875,0.3091,0.7258,0.707,0.7437,0.8379,0.815,0.831
189,"At the end of the film, Gru dances like John Travolta","In the finale, Gru dances Travolta's part.","In the finale, the character Gru from the Despicable Me franchise dances Travolta's signature dance moves.","In the finale, Gru dances Travolta's dance routine.",0.0972,0.0159,0.0968,0.2411,0.1739,0.2388,0.6665,0.606,0.6599,0.7864,0.7549,0.8203
190,"Somewhere in a desertlike landscape, a car rolls up to an abandoned trailer and from it emerge three pairs of excellent tits.","To the abandoned trailer somewhere in the middle of a conditional desert, a car pulls up, from which three pairs of excellent tits emerge.","To the abandoned trailer somewhere in the middle of the desert, a car pulls up, from which three pairs of excellent breasts emerge.","To the abandoned trailer in the middle of the desert, a car pulls up, from which three pairs of women emerge.",0.2148,0.1628,0.0845,0.5399,0.509,0.4073,0.6158,0.6171,0.5283,0.7722,0.7722,0.6637
192,The women who bear this blessing are themselves of little importance.,The bearers of this gift are not so significant in themselves.,The carriers of this gift are not so important in themselves.,The female recipients of this gift are not particularly significant in themselves.,0.0267,0.0267,0.0243,0.1818,0.1818,0.1802,0.5739,0.5249,0.6287,0.6952,0.6169,0.712
196,And lots of amusing things happen.,A lot of funny things are happening.,A lot of amusing things are happening.,Lots of amusing things are happening.,0.0366,0.1477,0.1757,0.4189,0.6506,0.6615,0.8158,0.8508,0.8731,0.859,0.8901,0.9065
198,"The creators think that a swearing dame with a nice body, covered in mud, and with a broken nose is super cool.","The creators consider that a foul-mouthed cow with generous curves, smeared in dirt, with a broken nose and gleaming white teeth - this is cool.","The creators consider that a woman with generous curves, smeared in dirt, with a broken nose and gleaming white teeth - this is considered impressive.","The woman, who was cursing and had a voluptuous figure covered in dirt, with a broken nose and gleaming white teeth, was depicted in a vulgar and sexually explicit manner.",0.1406,0.1322,0.0983,0.4862,0.4584,0.2787,0.5473,0.5881,0.4752,0.5935,0.6345,0.6355
201,The film closest to it in spirit that's showing in Moscow is A Gun for Jennifer.,"""A Barrel for Jennifer""","A film with a similar spirit currently playing in Moscow theaters is ""Stvol dlya Dzhennifer"".","""A film with a similar spirit to the Moscow release, 'A Barrel for Jennifer'.""",0.0129,0.0312,0.0288,0.0338,0.2682,0.2215,0.3384,0.5264,0.5602,0.3915,0.6138,0.6639
203,"In all, a film fetishist will find a true gold mind of pleasure here.",A true Klondike of pleasures for the cinema fetishist.,A true treasure trove of pleasures for the film enthusiast.,"For the cinema enthusiast, this is a true treasure trove of pleasures.",0.0164,0.0169,0.0329,0.3304,0.3279,0.2287,0.5549,0.6907,0.6932,0.682,0.7225,0.7209
205,"If it weren't for the physical qualities of the actresses, you'd already be bored halfway through.","If it were not for the physical data of the actresses, it would have become boring already by the middle.","If not for the physical attributes of the actresses, it would become boring already by the middle.",The physical attributes of the actresses kept the audience engaged throughout.,0.2092,0.1947,0.0515,0.3354,0.3106,0.129,0.6877,0.7056,0.6366,0.7748,0.7941,0.624
207,"STARRING: Julia Voth, Erin Cummings, America Olivo, Michael Hurst, Ron Melendez","Julia Voth, Erin Cummings, America Olivo, Michael Hurst, Ron Melendez.","Cast: Julia Voth, Erin Cummings, America Olivo, Michael Hurst, Ron Melendez.","Starring: Джулия Вот, Эрин Каммингс, Америка Оливо, Майкл Херст, Рон Мелендес.",0.8657,0.8702,0.0172,0.8251,0.8176,0.0455,0.8421,0.8695,0.6803,0.851,0.9213,0.7978
209,"After finding nothing and killing the hapless criminal, the gals start to scratch and punch at one another and, periodically, at thugs who appear out of nowhere. They also frequently kiss and press against one another.","Nothing achieved and having shot the unfortunate bandit, the women begin to squabble, fight with each other and the periodically arriving thugs from somewhere, as well as regularly kissing and fondling.","Having achieved nothing and having shot the unfortunate bandit, the women begin squabbling, fighting with each other and the periodically arriving thugs, as well as regularly kissing and caressing.","The women, having failed to achieve their goal, shot the unfortunate criminal, and then began to argue with each other and the hoodlums who periodically arrived, as well as regularly kissing and embracing.",0.0148,0.0174,0.0152,0.225,0.195,0.2489,0.501,0.5653,0.4714,0.6671,0.6879,0.6989
210,In the course of events it becomes clear that all three are not who they seemed to be at the beginning.,It turns out that all three of them are not who they presented themselves to be at the beginning.,"As the matter progresses, it becomes clear that all three of them are not who they presented themselves to be at the beginning.",It turns out that all three were not who they claimed to be at the start.,0.3877,0.482,0.2019,0.6577,0.7917,0.5237,0.7108,0.7702,0.7213,0.8279,0.8523,0.8082
214,But this bloodthirsty and biting sword-and-sandal flick has reestablished our faith in the director.,The bloodthirsty and biting peplum restores the director's shaken trust.,The historical film genre restores the director's wavering reputation.,The violent and aggressive film restores the director's lost confidence.,0.0864,0.0307,0.0334,0.2757,0.0741,0.1103,0.4351,0.4115,0.6038,0.6195,0.5447,0.6843
217,"This ""Marshall Plan"" to clean the post-Gladiator cinematic mud off of the sword-and-sandal genre, on the whole, worked.","""The Marshall Plan"" for cleaning the ""peplum"" from the adhered post-gladiator film dirt, in general, worked.",The Marshall Plan for cleansing the ancient Greek-style garments from the accumulated post-gladiator film residue was generally effective.,The Marshall Plan's efforts to clean up the historical sword-and-sandal film genre from its lingering post-gladiator influences generally succeeded.,0.0783,0.0219,0.0295,0.1685,0.1389,0.2356,0.5285,0.4883,0.703,0.6097,0.6376,0.7608
226,"This thin arthouse actress has so far only managed to lay claim to colorful supporting roles in Hollywood, but one very much wants to believe that this will change after Centurion.","""The thin arthouse artist has so far only managed to win over acute character roles in the second tier in Hollywood, but one really wants to believe that the situation will change after 'The Centurion'.""","The arthouse artist has so far only managed to win over acute supporting roles in Hollywood, but one hopes the situation will change after ""The Centurion"".","The fine arthouse artist has so far only managed to win over distinctive supporting roles in Hollywood, but one hopes the situation will change after 'The Centurion'.",0.3168,0.3643,0.3643,0.6233,0.5166,0.5149,0.6454,0.6056,0.6652,0.6904,0.711,0.7227
240,"A cat as bald as a cue ball has thought up a plot to capture the whole world, and now superagent dogs must join forces with their meowing nemeses.","A bald, like a billiard ball, kitty has plotted to conquer the whole world, and now the super-agent dogs are forced to join forces with their meowing antagonists.","The bald kitty, like a billiard ball, has plotted to conquer the whole world, and now the super-agent dogs must join forces with their meowing adversaries.","The hairless cat, as smooth as a billiard ball, has plotted to conquer the world, and now the dog super-agents must join forces with their meowing adversaries.",0.2886,0.3638,0.2715,0.5044,0.5717,0.5465,0.6687,0.6531,0.6144,0.7633,0.7552,0.7805
244,"Keep your attention on George Clooney, who joined forces with rock-photographer-become-director Anton Corbijn (Control) for an extremely curious, existential investigation into the psychology of an aging hit man in hiding in a large Italian city and who, late in life, comes into touch with human nature.","Pay attention to George Clooney, who has teamed up with rock photographer-turned-director Anton Corbijn (""Control"") for a rather curious existential study of the psychology of an aging hired assassin, hiding from people in a small Italian town and belatedly coming to understand human nature.","George Clooney has teamed up with rock photographer-turned-director Anton Corbijn (""Control"") for a curious existential study of an aging hired assassin's psychology as he hides from people and belatedly comes to understand human nature.","George Clooney has teamed up with rock photographer-turned-director Anton Corbijn (""Control"") for a thought-provoking exploration of the psychology of an aging hired killer, hiding in a small Italian town and gradually coming to understand human nature.",0.1817,0.05,0.1442,0.4185,0.2818,0.3407,0.6866,0.6559,0.7011,0.7913,0.7556,0.7769
247,"Based on Martin Booth's novel A Very Private Gentleman, Rowan Joffé made a number of changes in his screenplay: the place of the narrating Englishman was taken by the eponymous American, and the criminal gunsmith was turned into a simple assassin.","Taking the novel ""The American"" by Martin Booth as a basis, Rowan Joffe made some adjustments to his screenplay: the English narrator was replaced by an American featured in the title, and the main character went from being an illegal arms dealer to a simple assassin.","Taking the novel ""The Very Private Gentleman"" by Martin Booth as a basis, Rowan Joffe made some adjustments to his screenplay: he replaced the English narrator with an American featured in the title, and transformed the main character from an illegal arms dealer into a simple assassin.","Роуэн Джоффе внес в свой сценарий, основанный на романе Мартина Бута «Очень скрытный джентльмен», некоторые изменения: вместо английского рассказчика главным героем стал американец, а из нелегального торговца оружием он превратился в простого убийцу.",0.1386,0.1434,0.0056,0.3586,0.4068,0.0,0.6374,0.7305,0.4439,0.8307,0.8428,0.6411
253,Might I take your picture with my photo apparatus?!,"""Can I take a photo of you with a camera?""","""Can I snap a photo of you with my camera?""","""Can I snap a photo of you with my camera gun?""",0.0413,0.0413,0.038,0.3468,0.3468,0.3431,0.6957,0.7264,0.7348,0.7314,0.7778,0.7682
254,"This season, you can see Johnny Depp appearing in two places at once.",Johnny Depp could be seen in two places at the same time this season.,Johnny Depp was reportedly in two places at once this season.,Johnny Depp was seen in two different places during the same season.,0.2102,0.3024,0.0458,0.5725,0.5254,0.3962,0.7855,0.7569,0.7694,0.8818,0.8255,0.7878
257,"Secondly, you can see him in Puerto Rico on the set of The Rum Diary, a film adaptation of the legendary Hunter S. Thompson's debut novel.","In Puerto Rico, on the set of ""The Rum Diary,"" the film adaptation of the debut novel by the legendary Hunter S. Thompson.","Secondly, on the set of ""The Rum Diary,"" the film adaptation of the debut novel by the legendary Hunter S. Thompson, in Puerto Rico.","In Puerto Rico, on the set of ""The Rum Diary,"" the debut novel by the legendary Hunter S. Thompson.",0.3882,0.4197,0.3098,0.5672,0.5919,0.4737,0.6503,0.6951,0.6224,0.7763,0.7846,0.7361
261,"That said, it's good that the female protagonist of the Russian picture, despite being strange, at least isn't bald.","However, it's good at least that the heroine of the Russian film, although a foreigner, is not bald at all.","The heroine of the Russian film, even though she is an outsider, is at least not bald.","However, it's good that the heroine of the Russian film, although a foreign character, is not bald.",0.1824,0.0596,0.2729,0.467,0.3736,0.4577,0.5892,0.656,0.685,0.7938,0.7301,0.7786
265,They've already penciled in a seventh film as well — the romcom Jack and Jill — where Sandler simultaneously plays Jack and his twin sister Jill.,"Jack and Jill, a romantic comedy where Sandler is set to play both Jack and his twin sister Jill.","The seventh film in the schedule is the romantic comedy ""Jack and Jill"", where Sandler will play both Jack and his twin sister Jill.","The seventh film in the lineup is a romantic comedy titled ""Джек и Джилл"", where Sandler will play both the character of Jack and his twin sister Джилл.",0.2679,0.2973,0.1526,0.4572,0.5087,0.4575,0.6699,0.7551,0.6928,0.7713,0.8303,0.7976
269,"Though the filming of the new James Bond movie has been put off, its new director Sam Mendes is keeping busy.","While the filming of the new James Bond series is being postponed, its new director, Sam Mendes, doesn't have time to get bored.","While the filming of a new Bond film is being postponed, its new director, Sam Mendes, is not getting bored.","While the filming of the new James Bond film is being postponed, its new director, Sam Mendes, remains busy.",0.3215,0.174,0.4126,0.5064,0.3293,0.5561,0.6502,0.6209,0.8187,0.7926,0.8285,0.8851
277,"The director admits that the work is not easy (the novel features six parallel plot lines), but is extremely interesting.","This is a challenging work (the novel has six parallel storylines), but extremely interesting, according to the director's admission.","The director admitted that this is a difficult work (the novel has six parallel storylines), but extremely interesting.","According to the director, this is a challenging but extremely interesting novel with six parallel storylines.",0.0877,0.111,0.0298,0.3459,0.5801,0.2447,0.7315,0.7786,0.7561,0.8848,0.9052,0.8461
279,Maxim Korostyshevsky's international action film with the working name Soldiers of Fortune is being filmed in Crimea.,"The filming of Maxim Korostyshevsky's international action movie with the working title ""Soldiers of Fortune"" is taking place in Crimea.","The shooting of Maxim Korostyshevsky's international action thriller with the working title ""Soldiers of Fortune"" takes place in Crimea.","The filming of Maxim Korostyshevsky's international action movie titled ""Soldiers of Luck"" is taking place in Crimea.",0.2898,0.2982,0.2559,0.6928,0.6541,0.5637,0.7937,0.7711,0.7319,0.8599,0.7927,0.8484
280,The film takes as its subject millionaire adrenaline junkies who pay their own money to be sent into a real war.,He is dedicated to millionaires who have gone to real war in search of adrenaline with their own money.,The documentary is dedicated to wealthy individuals who have gone to real war in search of adrenaline with their own money.,"It is about Russian millionaires who have used their own money to go to real war, seeking the rush of adrenaline.",0.0628,0.0643,0.1357,0.2807,0.2781,0.3804,0.5249,0.626,0.5962,0.7665,0.8058,0.8145
288,But that fact shouldn't scare off tempted viewers: film history contains many examples of models successfully changing careers into acting.,This fact should not scare the experienced viewer - in the history of cinema there are many examples of successful retraining of models into actresses.,"This fact should not scare the seasoned viewer, as the history of cinema has a multitude of examples of successful retraining of fashion models into actresses.",This fact should not intimidate seasoned viewers - the history of cinema is full of examples of models successfully transitioning to become actresses.,0.0578,0.0246,0.1296,0.3629,0.2184,0.3127,0.6567,0.6384,0.6988,0.7953,0.7561,0.8601
289,"Charlize Theron (Monster), Angelina Jolie (Girl, Interrupted), Jessica Lange (Blue Sky, Tootsie), Kim Basinger (L.A. Confidential), Jennifer Connelly (A Beautiful Mind), Geena Davis (The Accidental Tourist), and the first runner-up of Miss USA 1986, Halle Berry (Monster's Ball) all started out as runway models or were photographed for fashion magazines and ended up winning well-earned Oscars.","Charlize Theron (""Monster""), Angelina Jolie (""Girl, Interrupted""), Jessica Lange (""Blue Sky"", ""Tootsie""), Kim Basinger (""L.A. Confidential""), Jennifer Connelly (""A Beautiful Mind""), Geena Davis (""The Accidental Tourist"") and ""Miss USA 1986"" Halle Berry (""Introducing Dorothy Dandridge"") started out as models or appeared in fashion magazines, eventually earning well-deserved Oscars.","Charlize Theron (""Monster""), Angelina Jolie (""Girl, Interrupted""), Jessica Lange (""Blue Sky"", ""Tootsie""), Kim Basinger (""L.A. Confidential""), Jennifer Connelly (""A Beautiful Mind""), Geena Davis (""The Accidental Tourist"") and Halle Berry, the ""First Runner-Up Miss USA 1986"" (""Introducing Dorothy Dandridge""), started out as models or appeared in fashion magazines, eventually earning well-deserved Oscars.","Charlize Theron (""Monster""), Angelina Jolie (""Girl, Interrupted""), Jessica Lange (""Blue Sky"", ""Tootsie""), Kim Basinger (""L.A. Confidential""), Jennifer Connelly (""A Beautiful Mind""), Geena Davis (""The Accidental Tourist""), and Halle Berry, who was crowned Miss USA in 1986 (""Introducing Dorothy Dandridge""), all started out as models or appeared in fashion magazines, and eventually earned well-deserved Oscars.",0.313,0.2953,0.3024,0.404,0.4258,0.4335,0.6808,0.6983,0.6981,0.8091,0.803,0.8269
290,"The beauties Milla Jovovich, Cameron Diaz, Monica Bellucci and, what's especially pleasant, our own Olga Kurylenko, all found success in acting.","They have succeeded in acting (also beauties Milla Jovovich, Cameron Diaz, Monica Bellucci and, especially pleasantly, our compatriot Olga Kurylenko).","They succeeded in the art of acting, including the beautiful actresses Milla Jovovich, Cameron Diaz, Monica Bellucci, and our compatriot Olga Kurylenko.","Milla Jovovich, Cameron Diaz, Monica Bellucci, and our compatriot Olga Kurylenko have all achieved success as talented and beautiful actresses.",0.4368,0.3023,0.2965,0.5914,0.4443,0.4585,0.6837,0.6653,0.7255,0.7445,0.8042,0.8291
293,"Valeriya Gai Germanika, who earned Special Mention from the Cannes jury in 2008 for her film Everybody Dies but Me and who filmed the scandalous TV series School, has been appointed creative director of the channel MTV.","Valeria Gai Germanika, who received a Special Mention from the Cannes jury in 2008 for the film ""All Will Die, and I'll Stay Alive"" and directed the controversial TV series ""School,"" has been appointed as the creative director at the MT TV channel.","Valeria Gai Germanika, who received a Special Mention from the Cannes jury in 2008 for the film ""Everyone will die, but I will remain"" and directed the controversial TV series ""School,"" has been appointed as the creative director at the MT TV channel.","Valeria Gai Germanika, who received a Special Mention from the Cannes jury in 2008 for the film ""Everyone Will Die, But I Will Remain"" and directed the controversial TV series ""School,"" has been appointed as the creative director at the MT TV channel.",0.2636,0.2713,0.2689,0.5565,0.5749,0.5749,0.6888,0.6724,0.7055,0.7895,0.8013,0.7999
296,Germanika has also begun auditions for new leads.,"Also, Germanika has started casting new hosts.",Germanika also began casting new presenters.,Germanika has also begun the process of casting for new hosts.,0.0603,0.0351,0.262,0.3235,0.1923,0.7095,0.679,0.7442,0.731,0.8258,0.84,0.843
297,"The comedy Kolotilov, from director Leo Gabriadze's and produced by Timur Bekmambetov, has suddenly been renamed Lucky Trouble.","The comedy ""Kolotilov"" directed by Leo Gabriadze and produced by Timur Bekmambetov unexpectedly turned into ""Vykyrutas"".","The comedy ""Kolotilova"" directed by Leo Gabriadze and produced by Timur Bekmambetov unexpectedly turned into ""Vykyrutas"".","The comedy ""Kolotilov"" directed by Leo Gabriadze and produced by Timur Bekmambetov unexpectedly became ""Vykyrutas"".",0.2185,0.2133,0.2186,0.3778,0.3778,0.3799,0.5669,0.5621,0.5723,0.7438,0.7195,0.7172
299,The film's secondary plot line has been further developed.,The second plot line of the film has received new development.,The second plot line of the film has undergone new development.,The second storyline of the film has been further developed.,0.0474,0.0474,0.3816,0.3431,0.3431,0.5319,0.7356,0.7598,0.772,0.8811,0.8703,0.8897
308,"Driven into a frenzy by the unforgiving schedule, critics and filmmakers have been flying at super-speed between Sochi's Winter Theater, where showings with master classes took place, and the Zhemchuzhina hotel, where a constant stream of press releases and round tables have been held. They've hardly had time to take a plunge into the Black Sea.","Overwhelmed by the rigid schedule, critics and filmmakers rushed at breakneck speeds between the Sochi Winter Theater, where screenings with master classes were taking place, and the Zhemchuzhina Hotel, where press conferences and round tables were constantly in progress, barely managing to dive into the Black Sea.","Overwhelmed by the rigid schedule, critics and filmmakers rushed between the Sochi Winter Theater, where screenings with master classes were held, and the Zhemchuzhina Hotel, where press conferences and round tables were constantly taking place, barely finding time to take a break by the Black Sea.","Critics and filmmakers, dazed by the grueling schedule, rushed between the Sochi Winter Theater, where screenings and master classes were held, and the Pearl Hotel, where a constant stream of press conferences and panel discussions took place, barely managing to catch their breath before diving into the Black Sea.",0.252,0.2507,0.249,0.5223,0.5429,0.4591,0.6837,0.6659,0.6101,0.7597,0.7671,0.7625
313,"At a round-table dedicated to the fate of Russian art house films, Sergei Tolstikov, the chair of a fund for supporting Russian cinema, got in a beautiful spat with critics: ""Do you even read the press articles that I read?"" he intimidatingly inquired of those gathered there.","""At the round table dedicated to the fate of Russian art house, the chairman of the fund for the support of domestic cinema, Sergei Tolstikov, arranged a vivid quarrel with the critics: 'Do you even read the articles in the press that I read?' - he asked the assembled people menacingly.""","The chairman of the fund for the support of domestic cinema, Sergei Tolstikov, engaged in a vivid dispute with critics at the round table discussion on the fate of Russian art house cinema, sternly asking, ""Do you even read the articles in the press that I read?""","The chairman of the domestic cinema support fund, Sergey Tolstikov, staged a vivid dispute with critics at the roundtable discussion on the fate of Russian art house cinema: ""Do you even read the articles in the press that I read?""",0.2863,0.3217,0.2896,0.5081,0.5437,0.4692,0.6706,0.6929,0.6481,0.7776,0.7775,0.7598
318,"On the other hand, jury chair Karen Shakhnazarov didn't like Loznita's film at all — but under the pressure of his peers, he was forced to give it the prize for best director after all.","The chairman of the jury, Karen Shakhnazarov, on the contrary, did not like Loznitsa's film at all - but under pressure from his colleagues, he was forced to give it the prize for directing.","The chairman of the jury, Karen Shakhnazarov, did not like Loznitsa's film at all, but was compelled by his colleagues to award it the prize for directing.","The chairman of the jury, Karen Shakhnazarov, did not like Loznitsa's film at all, but under pressure from his colleagues, he was forced to award it the prize for directing.",0.3458,0.1514,0.2509,0.6122,0.3692,0.5171,0.6991,0.6722,0.6983,0.8387,0.8313,0.839
319,"His daughter received the prize for the best debut, for the film Missing Man.","""The Missing"" won the award for best debut.","The award for best debut was won by the daughter for the film ""The Missing"".","The film ""Пропавший без вести"" won the award for best debut, which was awarded to the daughter.",0.0333,0.0799,0.0595,0.1493,0.5836,0.372,0.5078,0.6938,0.569,0.7088,0.8287,0.7442
320,"A terrifying cinematic encyclopedia of Russian life: the naive, humane, and rational protagonist of the film is beaten, robbed, and incited to monstrous acts without any discernible goal.","The chilling cinematic encyclopedia of Russian life: the naive, humane, and rational hero is beaten, robbed, and provoked into monstrous acts without any apparent purpose.","The ominous cinematic encyclopedia of Russian life: the naive, humane, and rational hero is beaten, robbed, and provoked into committing monstrous acts without any apparent purpose.","The chilling cinematic depiction of Russian life: the naive, humane, and rational hero is beaten, robbed, and provoked to commit monstrous acts without any visible purpose.",0.5661,0.5666,0.5147,0.6603,0.6579,0.6471,0.7611,0.7531,0.7645,0.8621,0.8458,0.8526
323,The most difficult film at Kinotavr has already been selected for the competition at Karlovy Vary. A new directorial star has been born.,"The most complex film of the ""Kinotavr"" has already been selected for the Karlovy Vary competition - a directorial star has been born.",The most complex film from the Kinotavr film festival has already been selected for the Karlovy Vary competition - a directorial star has been born.,"The most complex film from the Kinotavr Film Festival has already been selected for the Karlovy Vary competition, marking the emergence of a new directorial talent.",0.4179,0.4179,0.2364,0.7006,0.7274,0.4551,0.7148,0.7357,0.7397,0.797,0.8323,0.8173
324,"The impeccably dressed and shorn computer programer Leonid reacts to the world with restrained squeamishness, hiding away in the hole of his well-maintained bachelor lifestyle.","Impeccably dressed and groomed programmer Leonid reacts to the world with restrained disdain, hiding in the den of a tidy bachelor's life.","Impeccably dressed and groomed software engineer Leonid reacts to the world with restrained disgust, hiding in the den of a tidy bachelor's life.","The impeccably groomed Leonid reacts to the world with a restrained disgust, hiding away in the tidy confines of his solitary lifestyle.",0.2881,0.288,0.3662,0.5539,0.5517,0.6731,0.6146,0.6236,0.5472,0.784,0.7939,0.7514
325,"But a headstrong woman descends on his household, the unjust hand of law enforcement comes down on his head, and he begins to run a meaningless gauntlet of Kafkaesque spaces and situations.","But a cast-iron woman descends on the house, an unjust hand of the punitive organs falls on the hero's head, and he begins a senseless run through Kafkaesque spaces and situations.","The heavy metal object descends on the house, an unjust hand of the law enforcement agencies falls on the hero's head, and he begins a senseless run through surreal spaces and situations.","A heavy, ponderous object descends on the hero's head, and an unjust hand of the authorities falls upon him, leading him to begin a senseless run through Kafkaesque spaces and situations.",0.2954,0.2329,0.184,0.611,0.5361,0.458,0.5692,0.5852,0.6041,0.7137,0.7174,0.7242
328,"And this is more broadly symptomatic: in our cinema today, the masses are following the younger generation.",And this is symptomatic - nowadays in our cinema the old guard is moving behind the youth.,And this is symptomatic - nowadays in our cinema the elders are following the youth.,The established filmmakers in our cinema are now following the lead of the younger generation.,0.0914,0.1161,0.1973,0.451,0.5762,0.4898,0.5974,0.6909,0.544,0.7581,0.762,0.6772
330,It's a documentary picture filmed in such a way that it takes your head off more cleanly than a feature film cut from the same cloth.,"Documentary film, shot in such a way that it blows your mind more than a similar fictional one.",The documentary film is shot in a way that is more mind-blowing than a similar fictional one.,"Документальный фильм, снятый таким образом, что впечатляет сильнее, чем аналогичный художественный.",0.1968,0.0459,0.0056,0.4905,0.354,0.0,0.6075,0.6084,0.3732,0.655,0.657,0.506
331,"The filmmaker is interested even in a screwdriver probing an electric meter, or a piece of unsalted butter drifting across a cast-iron skillet — and all these details turn this story of an unemployed miner, his gap-toothed lover, and her criminal brother into a visual masterpiece of a documentary.","The author is interested in both the screwdriver investigating the electric meter and the piece of unsalted butter drifting across the cast-iron skillet - all of which transforms the story of the unemployed miner, his gaptoothed lover, and her criminal brother into a true oil-painting documentary.","The author is intrigued by both the screwdriver examining the electric meter and the piece of unsalted butter drifting across the cast-iron skillet - all of which transforms the story of the unemployed miner, his toothless beloved, and her criminal brother into a true documentary-style oil painting.","The author is intrigued by both the screwdriver examining the electric meter and the unsalted dairy product drifting across the cast-iron pan - all of which transforms the story of the unemployed miner, his gapped-tooth beloved, and her criminal sibling into a true documentary-style painting.",0.3195,0.2827,0.1296,0.5693,0.4912,0.3365,0.667,0.6775,0.6687,0.7738,0.7593,0.7061
332,"The winner in the short film category, Nikolai Sokolov, applies the black and white style of the French new wave to the world of bedroom communities.","The winner of the short film competition, Nikolai Sokolov, tries on the black-and-white aesthetics of the French New Wave on the world of residential neighborhoods.","The winner of the short film competition, Nikolai Sokolov, applies the black-and-white aesthetics of the French New Wave to the world of residential suburbs.","The winner of the short film competition, Nikolai Sokolov, applies the aesthetics of the French New Wave to the world of residential neighborhoods.",0.1968,0.3437,0.3433,0.6015,0.6938,0.6965,0.6966,0.7494,0.6997,0.7426,0.8256,0.798
333,"And sure, Godard-like montages come off strangely in a story about two schoolboys, one of whom dreams of making a bomb and the other of playing Bach compositions backwards — but we can't help but say ""thank you"" for the rare attempt at poeticizing the reality that surrounds us.","Let the Godard-like editing techniques in the story about two schoolboys, one of whom dreams of making a bomb and the other of playing Bach in reverse, seem strange, but thank you for the rare attempt to poeticize the surrounding reality.","While the Godardian montage techniques in the story about two schoolboys, one of whom dreams of making a bomb and the other of playing Bach backwards, may seem strange, thank you for the rare attempt to poeticize the surrounding reality.","The story about two students, one dreaming of making a bomb and the other of playing Bach backwards, features some unusual editing techniques, but it's a rare attempt to poeticize the surrounding reality.",0.4021,0.3971,0.2075,0.5764,0.5583,0.4414,0.6524,0.6737,0.6524,0.7559,0.7856,0.7567
338,"Carl Rinsch, famous for his advertising clips, was recently appointed as the director (he's already slated for the Creature from the Black Lagoon remake as well).","Recently, Karl Rinsch was appointed as the director (he already has a remake of ""Creature from the Black Lagoon"" on his schedule), who became famous for his commercials.","Recently, Karl Rinsch, who became known for his commercials, was appointed as the director (he already has a remake of ""Creature from the Black Lagoon"" on his schedule).","The acclaimed filmmaker Karl Rinsch has been tapped to direct a remake of the classic horror film ""Creature from the Black Lagoon"" as part of his upcoming projects.",0.2963,0.2867,0.1324,0.3459,0.3459,0.2409,0.706,0.7444,0.6352,0.8341,0.861,0.7935
341,Robert Rodriguez got the rights to the rotoscope-animated 80s fantasy cartoon and plans to turn it into a large-scale film.,Robert Rodriguez acquired the rights to the 1980s rotoscope fantasy animated film and plans to turn it into a large-scale cinematic production.,Robert Rodriguez acquired the rights to the 1980s rotoscoped fantasy animated film and plans to turn it into a large-scale cinematic production.,Robert Rodriguez acquired the rights to the 1980s rotoscope fantasy animated film and plans to make a large-scale feature film based on it.,0.4533,0.4533,0.1875,0.7355,0.7355,0.5698,0.8226,0.8039,0.7924,0.8781,0.8832,0.8671
343,"The subject of the cartoon was swords, sorcery, and a lot of illustrated boobs.","Swords, magic, and a large number of drawn boobs.","The animated film's theme was swords, magic, and a large number of drawn breasts.","The topic of the animated film was swords, magic, and a large number of drawn female figures.",0.076,0.0995,0.0986,0.2756,0.4089,0.6017,0.5354,0.666,0.6405,0.6347,0.7893,0.7894
347,"The person returning the characters to the big screen is none other than Michael Bay — the sovereign lord of action films, explosions, and horror remakes.","Michael Bay - the master of action, explosions, and horror remakes - will bring the heroes back to the big screens.","Michael Bay - the director of action, explosions, and horror remakes - will bring the heroes back to the big screen.","Michael Bay, the renowned director of action films, explosions, and horror remakes, will bring the heroes back to the big screen.",0.2463,0.2888,0.3932,0.4009,0.3484,0.4239,0.7116,0.7059,0.7378,0.8513,0.83,0.8465
