index,reference,zero_shot_translation,improved_translation,single_agent_translation,bleu_zero_shot,bleu_improved,bleu_single_agent,meteor_zero_shot,meteor_improved,meteor_single_agent,bleurt_zero_shot,bleurt_improved,bleurt_single_agent,comet_zero_shot,comet_improved,comet_single_agent
178,"Despicable Me is, quite possibly, his team's best work yet: the film is beautifully animated (it is, by the way, worth watching even if you're 30 — especially if you like it when objects occasionally try to jump out of the screen and into the theater), intelligently written, and, most importantly, is without a single ""below-the-belt"" joke of the type that, in Ice Age, makes you to press yourself into your chair out of embarrassment and cover your kids' ears with your hands.","""Despicable Me"" is probably the best work of his team: the film is beautifully animated (by the way, it's worth watching in 3D), especially if you enjoy when various objects seem to constantly try to jump off the screen into the audience. It is decently written, and most importantly, there are no below-the-belt jokes that made you want to sink into your seat and cover children's ears with your hands during the ""Ice Age"" movies.","""Despicable Me"" is probably the best work of his team: the film is beautifully animated (by the way, it's worth watching in 3D), especially if you enjoy when various objects seem to constantly try to jump off the screen into the audience. It is adequately written, and most importantly, there are no below-the-belt jokes that made you want to sink into your seat and cover children's ears with your hands during the ""Ice Age"" movies.","""Despicable Me"" is probably the best work of his team: the film is beautifully animated (by the way, it's worth watching for the visual experience), especially if you enjoy when various objects seem to leap off the screen into the audience. It is decently written, and most importantly, there are no inappropriate jokes that made you want to sink into your seat and cover children's ears during the ""Ice Age"" movies.",0.1938,0.1938,0.1598,0.4801,0.4801,0.4138,0.6598,0.6665,0.6329,0.7674,0.7659,0.752
179,"Given, the reason behind this change in direction was not the writers' good sense, but rather the protagonist's extreme asexuality which, in turn, was dictated by a desire to, no matter what, avoid the topic of pedophilia.","It is clear that the reason for the change in course was not the authors' sense of moderation, but the blatant asexuality of the main character, which in turn is dictated by the reluctance to touch on the topic of pedophilia in any way.","It is clear that the reason for the change in course was not the authors' sense of moderation, but the blatant asexuality of the main character, which in turn is dictated by the reluctance to touch on the topic of pedophilia in any way.","It is clear that the reason for the change in course was not the authors' sense of moderation, but the blatant asexuality of the main character, which, in turn, stems from the reluctance to touch on the topic of pedophilia in any way.",0.1126,0.1126,0.1805,0.3106,0.3106,0.283,0.7109,0.7109,0.7031,0.8185,0.8185,0.8164
182,You can feel the work of the corporate team of marketers who thought through every detail to ensure that the film would be liked by every category of viewer.,You can sense the meticulous work of a cohesive team of marketers who have thought through every detail to ensure the film appeals to all categories of citizens.,You can sense the meticulous work of a cohesive team of marketers who have thought through every detail to ensure the film appeals to all categories of citizens.,"You can sense the meticulous work of a cohesive team of marketers, who have thought through every detail to ensure the film appeals to all segments of the population.",0.2959,0.2959,0.2571,0.5937,0.5937,0.4747,0.7325,0.7325,0.7484,0.8446,0.8446,0.8408
189,"At the end of the film, Gru dances like John Travolta","In the finale, Gru dances Travolta's part.","In the finale, Gru dances in the style of Travolta.","In the finale, Gru performs a dance in Travolta's style.",0.0972,0.1042,0.0391,0.2411,0.3413,0.1376,0.6665,0.7282,0.7028,0.7864,0.8635,0.8517
190,"Somewhere in a desertlike landscape, a car rolls up to an abandoned trailer and from it emerge three pairs of excellent tits.","A car rolls up to an abandoned trailer somewhere in the middle of a metaphorical desert, and three pairs of impressive breasts step out.","A car rolls up to an abandoned trailer somewhere in the middle of a metaphorical desert, and three people step out.","A car rolls up to an abandoned trailer somewhere in the middle of a hypothetical desert, and three women with impressive figures step out.",0.2993,0.2855,0.2616,0.6541,0.5993,0.5912,0.618,0.5054,0.6284,0.7895,0.6638,0.6858
192,The women who bear this blessing are themselves of little importance.,The bearers of this gift themselves are not so significant.,The bearers of this gift themselves are not very significant.,The bearers of this gift are not particularly significant themselves.,0.0269,0.0269,0.0269,0.2294,0.2294,0.1835,0.6332,0.625,0.6447,0.7095,0.7206,0.7064
196,And lots of amusing things happen.,A lot of funny things are happening.,A lot of funny things are happening.,Many amusing things are happening.,0.0366,0.0366,0.0809,0.4189,0.4189,0.3178,0.8158,0.8158,0.8328,0.859,0.859,0.8843
198,"The creators think that a swearing dame with a nice body, covered in mud, and with a broken nose is super cool.","The creators believe that a swearing chick with generous curves, covered in mud, with a broken nose and shining white teeth is cool.","The creators believe that a swearing woman with generous curves, covered in mud, with a broken nose and shining white teeth is cool.","The creators believe that a woman with generous curves, shining white teeth, a broken nose, and covered in mud is cool.",0.32,0.32,0.0973,0.7122,0.6356,0.4324,0.6417,0.6558,0.6379,0.7257,0.7305,0.6786
201,The film closest to it in spirit that's showing in Moscow is A Gun for Jennifer.,"A film with a similar spirit in the Moscow box office is ""A Gun for Jennifer.""","A film with a similar spirit in the Moscow box office is ""A Gun for Jennifer.""","In the Moscow box office, a kindred spirit film is “A Gun for Jennifer.”",0.2254,0.2254,0.2329,0.365,0.365,0.3696,0.6684,0.6684,0.5597,0.7679,0.7679,0.6898
203,"In all, a film fetishist will find a true gold mind of pleasure here.","In general, for a cinema enthusiast, this is a true Klondike of pleasures.","In general, for a cinema enthusiast, this is a true Klondike of pleasures.","In general, for a film fetishist, this is a true treasure trove of pleasures.",0.0356,0.0356,0.0829,0.3677,0.3677,0.3651,0.584,0.584,0.7052,0.7011,0.7011,0.7975
205,"If it weren't for the physical qualities of the actresses, you'd already be bored halfway through.","If it weren't for the actresses' physical attributes, it would have become boring by the middle.","If it weren't for the actresses' physical appearance, it would have become boring by the middle.","If it weren't for the actresses' physical features, it would have gotten boring halfway through.",0.2873,0.2873,0.3346,0.3945,0.3945,0.4822,0.6531,0.6566,0.7343,0.8378,0.8232,0.8527
207,"STARRING: Julia Voth, Erin Cummings, America Olivo, Michael Hurst, Ron Melendez","CAST: Julia Voth, Erin Cummings, America Olivo, Michael Hurst, Ron Melendez","CAST: Julia Voth, Erin Cummings, America Olivo, Michael Hurst, Ron Melendez","Cast: Julia Voth, Erin Cummings, America Olivo, Michael Hurst, Ron Melendez.",0.9306,0.9306,0.8702,0.9086,0.9086,0.8176,0.9314,0.9314,0.8695,0.8943,0.8943,0.9213
209,"After finding nothing and killing the hapless criminal, the gals start to scratch and punch at one another and, periodically, at thugs who appear out of nowhere. They also frequently kiss and press against one another.","Having achieved nothing and after shooting the unfortunate bandit, the women start to bicker and fight with each other and with the periodically arriving thugs from somewhere, as well as regularly kissing and cuddling.","Having achieved nothing and after shooting the unfortunate bandit, the women start to quarrel and fight with each other and with the periodically arriving thugs from somewhere, as well as regularly kissing and cuddling.","Having achieved nothing and after shooting the unfortunate bandit, the gals start to bicker and fight with each other, as well as with the thugs who periodically show up from somewhere; they also frequently engage in kissing and cuddling.",0.0204,0.0204,0.1246,0.2382,0.2382,0.4207,0.5273,0.5073,0.5927,0.684,0.6869,0.7112
210,In the course of events it becomes clear that all three are not who they seemed to be at the beginning.,"As things progress, it turns out that all three are not who they initially claimed to be.","As things progress, it turns out that all three are not who they initially claimed to be.","As events unfold, it turns out that all three are not who they initially claimed to be.",0.3063,0.3063,0.313,0.4288,0.4288,0.4699,0.7925,0.7925,0.8001,0.8425,0.8425,0.839
214,But this bloodthirsty and biting sword-and-sandal flick has reestablished our faith in the director.,The bloodthirsty and biting peplum restores the director's shaken confidence.,The bloodthirsty and biting peplum restores the director's shaken confidence.,The intense and sharp historical epic film restores the director's shaken confidence.,0.0864,0.0864,0.0334,0.2757,0.2757,0.1087,0.4398,0.4398,0.5077,0.6247,0.6247,0.6482
217,"This ""Marshall Plan"" to clean the post-Gladiator cinematic mud off of the sword-and-sandal genre, on the whole, worked.","The ""Marshall Plan"" for cleaning the ""peplum"" from the accumulated post-gladiator film grime, overall, worked.","The ""Marshall Plan"" for cleaning the ""peplum"" of the accumulated post-gladiator film grime, overall, worked.","The ""Marshall Plan"" for purging the ""peplum"" genre of its clinging post-gladiator film residue worked overall.",0.1634,0.1751,0.1266,0.3006,0.3299,0.2395,0.5652,0.5995,0.5503,0.6999,0.698,0.6983
226,"This thin arthouse actress has so far only managed to lay claim to colorful supporting roles in Hollywood, but one very much wants to believe that this will change after Centurion.","The subtle arthouse actor has so far managed to secure only sharply defined supporting roles in Hollywood, but one can hope that the situation will change after ""Centurion.""","The subtle arthouse actor has so far managed to secure only distinctive supporting roles in Hollywood, but hopefully, the situation will change after ""Centurion.""","The subtle arthouse actor has so far managed to secure only distinctive supporting roles in Hollywood, but one can hope that the situation will change after ""Centurion.""",0.2879,0.245,0.2879,0.5249,0.4699,0.5266,0.678,0.6616,0.6813,0.7729,0.7585,0.7782
240,"A cat as bald as a cue ball has thought up a plot to capture the whole world, and now superagent dogs must join forces with their meowing nemeses.","Bald as a billiard ball, the kitty has plotted to take over the world, and now the super-agent dogs are forced to join forces with their meowing antagonists.","Bald as a billiard ball, the kitty has plotted to take over the world, and now the super-agent dogs are forced to join forces with their meowing antagonists.","As bald as a billiard ball, the cat has hatched a plan to take over the world, and now the super-agent dogs are forced to join forces with their meowing antagonists.",0.228,0.228,0.2323,0.5044,0.5044,0.5779,0.6704,0.6704,0.72,0.7649,0.7649,0.7875
244,"Keep your attention on George Clooney, who joined forces with rock-photographer-become-director Anton Corbijn (Control) for an extremely curious, existential investigation into the psychology of an aging hit man in hiding in a large Italian city and who, late in life, comes into touch with human nature.","Take note of George Clooney, who has teamed up with rock photographer-turned-director Anton Corbijn (""Control"") for a rather intriguing existential exploration of the psychology of an aging assassin. The assassin is hiding from people in a small Italian town and belatedly coming to understand human nature.","Take note of George Clooney, who has teamed up with rock photographer-turned-director Anton Corbijn (""Control"") for a rather intriguing existential exploration of the psychology of an aging assassin, who is hiding from people in a small Italian town and belatedly coming to understand human nature.","Take note of George Clooney, who has teamed up with rock photographer-turned-director Anton Corbijn (""Control"") for a rather intriguing existential exploration of the psychology of an aging assassin, who is hiding from people in a small Italian town, gradually coming to understand human nature.",0.1765,0.18,0.18,0.3889,0.3897,0.3767,0.6977,0.7159,0.6939,0.7804,0.7917,0.7929
247,"Based on Martin Booth's novel A Very Private Gentleman, Rowan Joffé made a number of changes in his screenplay: the place of the narrating Englishman was taken by the eponymous American, and the criminal gunsmith was turned into a simple assassin.","Based on Martin Booth's novel ""A Very Private Gentleman,"" Rowan Joffe made some adjustments to his screenplay: the English narrator was replaced by the American mentioned in the title, and the protagonist was transformed from an illegal gunsmith into a simple assassin.","Based on Martin Booth's novel ""A Very Private Gentleman,"" Rowan Joffe made some adjustments to his screenplay: the English narrator was replaced by the American referred to in the title, and the protagonist was transformed from an illegal gunsmith into a simple assassin.","Based on Martin Booth's novel ""A Very Private Gentleman,"" Rowan Joffe made some adjustments to his screenplay: the English narrator was replaced by an American, and the protagonist was transformed from an illegal gunsmith into a straightforward killer.",0.3365,0.3296,0.3065,0.5719,0.5705,0.4848,0.7765,0.7778,0.7815,0.8586,0.8538,0.8511
253,Might I take your picture with my photo apparatus?!,"""Can I snap a photo of you with my camera gun?""","""Can I snap a photo of you with my photo rifle?""","""May I take a photo of you with my camera rifle?""",0.038,0.0803,0.0473,0.3431,0.4076,0.4848,0.7348,0.5713,0.5808,0.7682,0.7863,0.7517
254,"This season, you can see Johnny Depp appearing in two places at once.",Johnny Depp could be seen in two places at the same time this season.,Johnny Depp could be seen in two places at the same time this season.,Johnny Depp appeared in two places at once this current season.,0.2102,0.2102,0.3024,0.5725,0.5725,0.6201,0.7855,0.7855,0.7915,0.8818,0.8818,0.8857
257,"Secondly, you can see him in Puerto Rico on the set of The Rum Diary, a film adaptation of the legendary Hunter S. Thompson's debut novel.","Secondly, in Puerto Rico on the set of ""The Rum Diary,"" an adaptation of the debut novel by the legendary Hunter S. Thompson.","Secondly, in Puerto Rico on the set of ""The Rum Diary,"" an adaptation of the debut novel by the legendary Hunter S. Thompson.","Secondly, on the set of ""The Rum Diary"" in Puerto Rico, an adaptation of the debut novel by the renowned Hunter S. Thompson.",0.4632,0.4632,0.2263,0.6384,0.6384,0.5206,0.7013,0.7013,0.7098,0.7867,0.7867,0.7757
261,"That said, it's good that the female protagonist of the Russian picture, despite being strange, at least isn't bald.","However, it's at least good that the heroine of the Russian film, although foreign, is not bald at all.","However, it's at least good that the heroine of the Russian film, although she is an outsider, is not bald at all.","However, it's at least good that the heroine of the Russian film, although unfamiliar, is not bald.",0.1028,0.0945,0.1061,0.4695,0.4622,0.5376,0.6683,0.6902,0.722,0.7952,0.7888,0.7991
265,They've already penciled in a seventh film as well — the romcom Jack and Jill — where Sandler simultaneously plays Jack and his twin sister Jill.,"The schedule also includes a seventh film—a romantic comedy ""Jack and Jill,"" where Sandler will play both Jack and his twin sister Jill simultaneously.","The schedule also includes a seventh film—a romantic comedy ""Jack and Jill,"" where Sandler will play both Jack and his twin sister Jill simultaneously.","The schedule also plans for a seventh film — a romantic comedy ""Jack and Jill,"" with Sandler playing both Jack and his twin sister Jill.",0.2534,0.2534,0.293,0.4645,0.4645,0.4901,0.7759,0.7759,0.7355,0.8658,0.8658,0.8637
269,"Though the filming of the new James Bond movie has been put off, its new director Sam Mendes is keeping busy.","While the filming of the new Bond series is being postponed, its new director, Sam Mendes, doesn't have time to be bored.","While the filming of the new Bond series is being postponed, its new director, Sam Mendes, doesn't have time to be bored.","While the filming of the new Bond film is being postponed, its new director Sam Mendes isn't bored.",0.2513,0.2513,0.4228,0.4443,0.4443,0.569,0.6259,0.6259,0.6034,0.7804,0.7804,0.8249
277,"The director admits that the work is not easy (the novel features six parallel plot lines), but is extremely interesting.","According to the director, it is a challenging (the novel has six parallel storylines) but extremely interesting work.","According to the director, it is a challenging (the novel has six parallel storylines) but extremely interesting work.","According to the director, it is a challenging work in the novel, which has six parallel storylines, but it is extremely interesting.",0.0698,0.0698,0.1471,0.3188,0.3188,0.4101,0.7455,0.7455,0.7124,0.8707,0.8707,0.831
279,Maxim Korostyshevsky's international action film with the working name Soldiers of Fortune is being filmed in Crimea.,"In Crimea, filming is underway for the international action movie by Maxim Korostyshevsky, tentatively titled ""Soldiers of Fortune.""","In Crimea, filming is underway for the international action movie by Maxim Korostyshevsky, tentatively titled ""Soldiers of Fortune.""","In Crimea, Maxim Korostyshevsky's international action movie, under the working title ""Soldiers of Fortune,"" is currently being filmed.",0.0675,0.0675,0.2371,0.3111,0.3111,0.5216,0.7331,0.7331,0.7748,0.8124,0.8124,0.8455
280,The film takes as its subject millionaire adrenaline junkies who pay their own money to be sent into a real war.,It is dedicated to millionaires who went to a real war for their money in search of adrenaline.,It is dedicated to millionaires who spent their money to go to a real war.,"It is dedicated to millionaires who went to a real war with their own money, in search of adrenaline.",0.0566,0.1345,0.0824,0.2821,0.3647,0.3309,0.5976,0.6042,0.6303,0.74,0.7175,0.7914
288,But that fact shouldn't scare off tempted viewers: film history contains many examples of models successfully changing careers into acting.,This fact should not scare the discerning viewer - there are many examples in the history of cinema where models have successfully transitioned to actresses.,This fact should not scare the discerning viewer - there are many examples in the history of cinema where models have successfully requalified as actresses.,This fact should not scare the experienced viewer—there are many examples in the history of cinema of models successfully transitioning into actresses.,0.0273,0.0273,0.0675,0.2849,0.2849,0.4101,0.7196,0.6918,0.7039,0.859,0.8406,0.8586
289,"Charlize Theron (Monster), Angelina Jolie (Girl, Interrupted), Jessica Lange (Blue Sky, Tootsie), Kim Basinger (L.A. Confidential), Jennifer Connelly (A Beautiful Mind), Geena Davis (The Accidental Tourist), and the first runner-up of Miss USA 1986, Halle Berry (Monster's Ball) all started out as runway models or were photographed for fashion magazines and ended up winning well-earned Oscars.","Charlize Theron (""Monster""), Angelina Jolie (""Girl, Interrupted""), Jessica Lange (""Blue Sky,"" ""Tootsie""), Kim Basinger (""L.A. Confidential""), Jennifer Connelly (""A Beautiful Mind""), Geena Davis (""The Accidental Tourist""), and ""First Runner-Up Miss USA 1986"" Halle Berry (""Monster's Ball"") all started as models or posed for fashion magazines and eventually earned a well-deserved Oscar.","Charlize Theron (""Monster""), Angelina Jolie (""Girl, Interrupted""), Jessica Lange (""Blue Sky,"" ""Tootsie""), Kim Basinger (""L.A. Confidential""), Jennifer Connelly (""A Beautiful Mind""), Geena Davis (""The Accidental Tourist""), and ""First Runner-Up Miss USA '86"" Halle Berry (""Monster's Ball"") all started as models or posed for fashion magazines and eventually earned a well-deserved Oscar.","Charlize Theron (""Monster""), Angelina Jolie (""Girl, Interrupted""), Jessica Lange (""Blue Sky,"" ""Tootsie""), Kim Basinger (""L.A. Confidential""), Jennifer Connelly (""A Beautiful Mind""), Geena Davis (""The Accidental Tourist""), and ""First Runner-Up Miss USA 1986"" Halle Berry (""Monster's Ball"") all began their careers as models or by posing for fashion magazines and eventually earned a well-deserved Oscar.",0.3387,0.3326,0.3221,0.4786,0.4786,0.4761,0.7626,0.7578,0.7705,0.8281,0.8268,0.8304
290,"The beauties Milla Jovovich, Cameron Diaz, Monica Bellucci and, what's especially pleasant, our own Olga Kurylenko, all found success in acting.","Succeeded in acting (also beauties Milla Jovovich, Cameron Diaz, Monica Bellucci, and, especially pleasing, our compatriot Olga Kurylenko).","Succeeded in acting were the beauties Milla Jovovich, Cameron Diaz, Monica Bellucci, and, which is especially pleasing, our compatriot Olga Kurylenko.","Succeeded in acting, the beauties Milla Jovovich, Cameron Diaz, Monica Bellucci, and, particularly pleasing to us, our compatriot Olga Kurylenko.",0.3791,0.379,0.3742,0.4883,0.5357,0.5016,0.6521,0.7475,0.7125,0.7253,0.8163,0.7635
293,"Valeriya Gai Germanika, who earned Special Mention from the Cannes jury in 2008 for her film Everybody Dies but Me and who filmed the scandalous TV series School, has been appointed creative director of the channel MTV.","Valeriya Gai Germanika, who earned a Special Mention from the Cannes jury in 2008 for the film ""Everybody Dies But Me"" and directed the controversial TV series ""School,"" has been appointed as the creative director at the MT television channel.","Valeriya Gai Germanika, who earned a Special Mention from the Cannes jury in 2008 for the film ""Everybody Dies But Me"" and directed the controversial TV series ""School,"" has been appointed as the creative director at the MT TV channel.","Valeriya Gai Germanika, who earned a Special Mention from the Cannes jury in 2008 for the film ""All Will Die, But I Will Remain"" and directed the scandalous TV series ""School,"" has been appointed as the creative director at the MT channel.",0.3546,0.3546,0.354,0.6734,0.6618,0.6698,0.7429,0.7495,0.7194,0.8179,0.8199,0.8128
296,Germanika has also begun auditions for new leads.,Germanika has also started casting new hosts.,Germanika has also started casting new hosts.,"Also, Germanika has started auditioning new hosts.",0.1378,0.1378,0.0603,0.4747,0.4747,0.3995,0.7044,0.7044,0.7219,0.8403,0.8403,0.8423
297,"The comedy Kolotilov, from director Leo Gabriadze's and produced by Timur Bekmambetov, has suddenly been renamed Lucky Trouble.","The comedy ""Kolotilov"" directed by Leo Gabriadze and produced by Timur Bekmambetov unexpectedly turned into ""Lucky Trouble.""","The comedy ""Lucky Trouble"" directed by Leo Gabriadze and produced by Timur Bekmambetov unexpectedly turned into ""Lucky Trouble.""","The comedy ""Kolotilov,"" directed by Leo Gabriadze and produced by Timur Bekmambetov, was unexpectedly renamed ""Vykrytas.""",0.2624,0.2452,0.282,0.3757,0.3736,0.4834,0.7646,0.6818,0.6135,0.7745,0.6699,0.7398
299,The film's secondary plot line has been further developed.,The second storyline of the film has received new development.,The second storyline of the film has entered a new phase.,The second storyline of the painting has developed further.,0.0267,0.0241,0.0286,0.1099,0.1087,0.1111,0.7261,0.6964,0.5693,0.8586,0.8017,0.8276
308,"Driven into a frenzy by the unforgiving schedule, critics and filmmakers have been flying at super-speed between Sochi's Winter Theater, where showings with master classes took place, and the Zhemchuzhina hotel, where a constant stream of press releases and round tables have been held. They've hardly had time to take a plunge into the Black Sea.","Overwhelmed by the hectic schedule, critics and filmmakers were rushing at high speeds between the Sochi Winter Theater, where screenings and master classes were held, and the Zhemchuzhina Hotel, where press conferences and round tables were taking place in a continuous stream, barely managing to dive into the Black Sea.","Overwhelmed by the hectic schedule, critics and filmmakers were rushing at high speeds between the Sochi Winter Theater, where screenings and master classes were held, and the Zhemchuzhina Hotel, where press conferences and round tables were taking place in a continuous stream, barely managing to dive into the Black Sea.","Dazed by the hectic schedule, critics and filmmakers were rushing at high speeds between the Sochi Winter Theater, where screenings and master classes were held, and the Zhemchuzhina Hotel, where press conferences and round tables were taking place in a continuous stream, barely finding time to enjoy the Black Sea.",0.2319,0.2319,0.2164,0.4795,0.4795,0.4795,0.6932,0.6932,0.688,0.7515,0.7515,0.785
313,"At a round-table dedicated to the fate of Russian art house films, Sergei Tolstikov, the chair of a fund for supporting Russian cinema, got in a beautiful spat with critics: ""Do you even read the press articles that I read?"" he intimidatingly inquired of those gathered there.","At the round table dedicated to the fate of Russian arthouse cinema, Sergey Tolstikov, the chairman of the domestic cinema support fund, engaged in a lively dispute with critics: ""Do you even read the articles in the press that I read?"" he asked the attendees sternly.","At the round table dedicated to the fate of Russian arthouse cinema, Sergey Tolstikov, the chairman of the domestic cinema support fund, engaged in a vivid dispute with critics: ""Do you even read the articles in the press that I read?"" he asked the attendees sternly.","At the formal discussion dedicated to the fate of Russian arthouse cinema, Sergey Tolstikov, the chairman of the domestic cinema support fund, got into a vivid argument with critics: ""Do you even read the articles in the press that I read?"" he sternly asked the attendees.",0.3708,0.3708,0.3734,0.5037,0.5037,0.5169,0.724,0.7307,0.7172,0.7926,0.7931,0.7892
318,"On the other hand, jury chair Karen Shakhnazarov didn't like Loznita's film at all — but under the pressure of his peers, he was forced to give it the prize for best director after all.","The chairman of the jury, Karen Shakhnazarov, did not like Loznitsa's film at all. However, under pressure from his colleagues, he was forced to give it the award for directing.","The chairman of the jury, Karen Shakhnazarov, did not like Loznitsa's film at all; however, under pressure from his colleagues, he was forced to give it the award for directing.","The chairman of the jury, Karen Shakhnazarov, strongly disliked Loznitsa's film; however, due to pressure from his colleagues, he was forced to award it the prize specifically for directing.",0.2847,0.2786,0.1552,0.5519,0.5315,0.3714,0.7008,0.7095,0.6902,0.8312,0.8338,0.8044
319,"His daughter received the prize for the best debut, for the film Missing Man.","The award for Best Debut — ""Missing"" — was received by the daughter.","The award for Best Debut — ""Missing in Action"" — was awarded to the daughter.","The daughter received the award for Best Debut for ""Missing Person.""",0.0193,0.0162,0.0757,0.2158,0.1773,0.4608,0.6376,0.6293,0.7126,0.7558,0.7498,0.8087
320,"A terrifying cinematic encyclopedia of Russian life: the naive, humane, and rational protagonist of the film is beaten, robbed, and incited to monstrous acts without any discernible goal.","The eerie film encyclopedia of Russian life: the naive, humane, and rational hero is beaten, robbed, and provoked into monstrous acts without any apparent purpose.","The eerie film encyclopedia of Russian life: the naive, humane, and rational hero is beaten, robbed, and provoked into monstrous acts without any apparent purpose.","A terrifying cinematic portrayal of Russian life. The naive, humane, and rational hero is beaten, robbed, and provoked to commit monstrous acts for no apparent reason.",0.5404,0.5404,0.3656,0.6495,0.6495,0.5796,0.7375,0.7375,0.7766,0.8358,0.8358,0.8628
323,The most difficult film at Kinotavr has already been selected for the competition at Karlovy Vary. A new directorial star has been born.,"The most complex film of ""Kinotavr"" has already been selected for the Karlovy Vary competition — a directorial star is born.","The most complex film of ""Kinotavr"" has already been selected for the Karlovy Vary competition — a directorial star has been born.","The most complex film of ""Kinotavr"" has already been selected for the Karlovy Vary competition — a new directorial star has emerged.",0.2794,0.4357,0.3454,0.5282,0.7164,0.655,0.7107,0.7284,0.741,0.7628,0.8,0.8031
324,"The impeccably dressed and shorn computer programer Leonid reacts to the world with restrained squeamishness, hiding away in the hole of his well-maintained bachelor lifestyle.","The impeccably dressed and groomed programmer Leonid reacts to the world with restrained disdain, hiding in the burrow of a neat bachelor lifestyle.","The impeccably dressed and groomed programmer Leonid reacts to the world with restrained disdain, hiding in the burrow of a neat bachelor lifestyle.","The impeccably dressed and groomed programmer Leonid reacts to the world with restrained disdain, retreating into the comfort of a tidy bachelor lifestyle.",0.3921,0.3921,0.3657,0.6704,0.6704,0.5936,0.5853,0.5853,0.6272,0.8031,0.8031,0.7865
325,"But a headstrong woman descends on his household, the unjust hand of law enforcement comes down on his head, and he begins to run a meaningless gauntlet of Kafkaesque spaces and situations.","But an iron lady descends upon the house, an unjust hand of the punitive authorities upon the hero's head, and he begins a senseless run through Kafkaesque spaces and situations.","But an iron lady descends upon the house, an unjust hand of the punitive authorities upon the hero's head, and he begins a senseless run through Kafkaesque spaces and situations.","But a cast-iron figure descends upon the house; an unjust hand of the punitive authorities weighs upon the hero's head, and he starts a meaningless run through Kafkaesque spaces and situations.",0.2553,0.2553,0.2339,0.4584,0.4584,0.529,0.6213,0.6213,0.5955,0.715,0.715,0.7329
328,"And this is more broadly symptomatic: in our cinema today, the masses are following the younger generation.","And this is symptomatic - nowadays in our cinema, the veterans are following the youth.","And this is symptomatic - nowadays in our cinema, the big names are following the youth.","And this is symptomatic—nowadays in our cinema, the seasoned figures are taking cues from the youth.",0.1239,0.1243,0.099,0.5122,0.5092,0.4156,0.6755,0.7084,0.6773,0.776,0.7959,0.7334
330,It's a documentary picture filmed in such a way that it takes your head off more cleanly than a feature film cut from the same cloth.,A documentary film made in such a way that it blows your mind even more than a similar feature film.,A documentary film made in such a way that it blows your mind even more than a comparable feature film.,A documentary film made in such a way that it blows your head off more than a similar feature film.,0.2155,0.2155,0.2897,0.5906,0.5906,0.6459,0.6579,0.6893,0.6329,0.6381,0.6346,0.6652
331,"The filmmaker is interested even in a screwdriver probing an electric meter, or a piece of unsalted butter drifting across a cast-iron skillet — and all these details turn this story of an unemployed miner, his gap-toothed lover, and her criminal brother into a visual masterpiece of a documentary.","The author is interested both in the screwdriver examining the electric meter and the piece of unsalted butter drifting across the cast-iron skillet—all of this turns the story of the unemployed miner, his gap-toothed beloved, and her criminal brother into a true oil-on-canvas documentary.","The author is interested both in the screwdriver examining the electric meter and the piece of unsalted butter drifting across the cast-iron skillet—all of this turns the story of the unemployed miner, his gap-toothed beloved, and her criminal brother into a true masterpiece painted with words.","The author is interested both in a screwdriver inspecting the electric meter and a piece of unsalted butter melting in a cast-iron skillet—all of this transforms the story of the unemployed miner, his gap-toothed beloved, and her criminal brother into a true oil painting of a documentary.",0.3121,0.3089,0.3466,0.5623,0.56,0.5993,0.6604,0.671,0.6769,0.7606,0.7691,0.7661
332,"The winner in the short film category, Nikolai Sokolov, applies the black and white style of the French new wave to the world of bedroom communities.","The winner of the short film competition, Nikolay Sokolov, applies the black-and-white style of the French New Wave to the world of residential districts.","The winner of the short film competition, Nikolay Sokolov, applies the black-and-white style of the French New Wave to the world of residential districts.",The winner of the short film competition Nikolay Sokolov applies the black-and-white style of the French New Wave to the world of bedroom communities.,0.3032,0.3032,0.3619,0.6938,0.6938,0.733,0.742,0.742,0.8117,0.8233,0.8233,0.8605
333,"And sure, Godard-like montages come off strangely in a story about two schoolboys, one of whom dreams of making a bomb and the other of playing Bach compositions backwards — but we can't help but say ""thank you"" for the rare attempt at poeticizing the reality that surrounds us.","Let the Godard-style editing techniques in the story about two schoolboys, one of whom dreams of making a bomb and the other of playing Bach backwards, seem strange, but for the rare attempt to poeticize the surrounding reality — thank you.","Let the Godard-style editing techniques in the story about two schoolboys, one of whom dreams of making a bomb and the other of playing Bach backwards, seem strange, but thank you for the rare attempt to poeticize the surrounding reality.","Although the editing techniques reminiscent of Godard in the story about two schoolboys—one dreaming of making a bomb and the other of playing Bach in reverse—may seem strange, thank you for the rare attempt to poeticize the surrounding reality.",0.4052,0.4003,0.2426,0.5953,0.5583,0.4724,0.6584,0.6757,0.6779,0.7659,0.7672,0.7744
338,"Carl Rinsch, famous for his advertising clips, was recently appointed as the director (he's already slated for the Creature from the Black Lagoon remake as well).","Recently, Carl Rinsch was appointed as the director (he already has a remake of ""Creature from the Black Lagoon"" on his schedule), who became famous for his commercials.","Recently, Carl Rinsch was appointed as the director (he already has a remake of ""Creatures from the Black Lagoon"" on his schedule), who became famous for his commercials.","Recently, Carl Rinsch, who became famous for his commercials, was appointed as the director (he already has a remake of ""Creature from the Black Lagoon"" on his schedule).",0.3062,0.271,0.3237,0.3661,0.3661,0.426,0.7179,0.714,0.7593,0.8381,0.8435,0.8627
