index,reference,zero_shot_translation,improved_translation,single_agent_translation,bleu_zero_shot,bleu_improved,bleu_single_agent,meteor_zero_shot,meteor_improved,meteor_single_agent,bleurt_zero_shot,bleurt_improved,bleurt_single_agent,comet_zero_shot,comet_improved,comet_single_agent
106,"Macron justifies the reform on the grounds that there is a looming deficit in pension funds. Since the population continues to age, employees must fund an increasing number of pensioners with their contributions. In order to maintain pension at a stable level, the population will have to work a bit more. Critics doubt the governmental calculations and advocate for the government finding other sources of money to maintain the equilibrium of the pension system.","Macron justifies the reform with a looming deficit in the pension fund. Because the population is getting older and older, the employed will have to contribute to a growing number of retirees. In order to keep the level of pensions stable, the population will have to work a little more. The critics doubt the government's calculations and demand that the state must find other sources of money to keep the pension system in balance.","Macron justifies the reform due to a looming deficit in the pension fund. As the population is getting older, the employed will have to contribute their payments towards supporting a growing number of retirees. In order to maintain the level of pensions, the population will need to work a little more. The critics question the government's calculations and demand that the state find other sources of funding to keep the pension system balanced.","Macron justifies the reform due to a looming deficit in the pension system. As the population is aging, employees will have to contribute their payments to support a growing number of retirees. To maintain the level of pensions, the population will need to work a bit more. The critics question the government's calculations and demand that the state find alternative funding sources to keep the retirement system balanced.",0.2815,0.2267,0.2326,0.5952,0.5533,0.5002,0.7359,0.7455,0.7411,0.866,0.8734,0.8681
107,"However, the government wants to do more than simply fine-tune the retirement age. The increase in the payment duration required for a full pension, decided a few years ago, will be accelerated. In addition, the individual pension systems with privileges for certain professional groups will be abolished. The minimum pension will increase to approximately 1,200 euros.","However, the government not only wants to adjust the retirement age. The increase in the required contribution period for a full pension, which was decided on years ago, is to be accelerated. In addition, individual pension systems with privileges for certain occupational groups are to be abolished. The minimum pension is to be increased to around 1200 euros.","Not only does the government want to adjust the retirement age, but the increase in the required contribution period for a full pension, which was decided on years ago, is also to be sped up. Additionally, special pension systems with privileges for certain occupational groups are to be abolished. The minimum pension will be increased to around 1200 euros.","The government not only wants to adjust the retirement age, but also plans to accelerate the previously decided increase in the required contribution period for a full pension. Additionally, individual pension systems with privileges for certain occupational groups are to be abolished. The minimum pension is to be raised to around €1,200.",0.4515,0.296,0.2621,0.614,0.5335,0.447,0.7384,0.7146,0.7402,0.8315,0.8364,0.8312
108,"Pension reform is one of the most important projects for President Macron. An initial attempt to implement the reform during the coronavirus pandemic was aborted, and even back then, there were massive demonstrations and strikes. Numerous presidents before Macron made efforts to reform the French pension system with varying levels of success - widespread demonstrations and strikes were all but assured.","The pension reform is considered one of the most important projects of President Macron. During the COVID-19 pandemic, an initial attempt to implement the reform was abandoned, and there were already massive protests and strikes at that time. Several presidents before Macron have tried with varying degrees of success to reform the French pension system - widespread protest and strikes were certain for all of them.","The pension reform is considered one of President Macron's most important initiatives. During the COVID-19 pandemic, an initial attempt to implement the reform was abandoned, and there were already massive protests and strikes at that time. Several presidents before Macron have tried with varying degrees of success to reform the French pension system, and widespread protest and strikes were certain for all of them.","The pension reform is considered one of President Macron's most important initiatives. During the COVID-19 pandemic, the implementation of the reform was paused, leading to widespread protests and strikes, as has been the case with previous attempts to reform the French pension system by various presidents.",0.3,0.2296,0.1237,0.6949,0.6129,0.3971,0.7496,0.7615,0.6759,0.842,0.8427,0.809
113,"Calm, high-pressure weather is expected in Germany until at least midweek. ""If we look at the weather maps, a massive high-pressure system directly over Central Europe is immediately apparent,"" explains meteorologist Markus Übel from the German Weather Service in Offenbach on Saturday. ""Admittedly, this high will move slightly to the east during the course of the next week. However, it will continue to determine the weather in Germany.""","In Germany, calm high-pressure weather is expected at least until the middle of the week. ""When looking at the weather maps, a powerful high-pressure area right over Central Europe immediately catches the eye,"" explains meteorologist Markus Übel from the German Weather Service on Saturday in Offenbach. ""Although this high will shift a bit to the east over the course of the next week, it will continue to determine the weather in Germany.""","In Germany, calm high-pressure weather is expected at least until the middle of the week. ""When examining the weather maps, a powerful high-pressure system directly over Central Europe immediately stands out,"" explains meteorologist Markus Übel from the German Weather Service on Saturday in Offenbach. ""Although this high-pressure system will shift somewhat eastward over the course of the next week, it will continue to determine the weather in Germany.""","In Germany, high-pressure weather is expected to continue at least until the middle of the week. ""When looking at the weather maps, a powerful high-pressure area directly over Central Europe immediately catches the eye,"" explains meteorologist Markus Übel from the national weather service on Saturday in Offenbach. ""While this high-pressure system will shift a bit eastward over the course of the next week, it will continue to determine the weather in Germany.""",0.474,0.4864,0.4418,0.7157,0.6603,0.6903,0.7821,0.776,0.7439,0.8542,0.8627,0.8484
114,"However, calm, high-pressure weather in winter does not necessarily also mean sunny weather, says Übel. ""This type of high may even be quite nasty and cover the people living in the lowlands in dreary, dense fog for days, while the higher mountain slopes are covered in nothing but sunshine.""","However, quiet high-pressure weather in winter does not necessarily mean sunny weather, says Übel. ""Such a high can even be quite mean and provide the people in the lowlands with dreary high fog gray for days, while in the high altitudes of the low mountain ranges there is pure sunshine.""","The calm high-pressure weather in winter does not necessarily mean sunny weather, says the expert. ""Such a high-pressure system can even be quite unpleasant and provide the people in the lowlands with dreary high fog for days, while in the higher elevations of the medium-sized mountain ranges there is pure sunshine.""","The stable high-pressure weather in winter does not necessarily mean sunny conditions, says Übel. ""Such a high-pressure system can even be quite unpleasant, leaving the people in the lowlands with dreary overcast skies for days, while the upland areas enjoy pure sunshine.""",0.3506,0.3153,0.2937,0.5725,0.5585,0.4658,0.6941,0.6781,0.6896,0.8194,0.8338,0.8372
115,"Therefore, Sunday will start off with an opaque fog in most regions. According to the German Weather Service, there may also be some rain from the Erz mountain range and Thuringian Forest to Lower Bavaria. The heavy cloud cover will lift during the course of the day and sunshine will increase in frequency, mostly along the edge of the Alps, but also in the southwest and in some areas of the west. The rest of the country will remain under heavy cloud cover or heavy fog. Temperatures will reach 4 to 9 degrees, with up to 10 degrees near the Rhine.","So the Sunday starts in most regions with a foggy and gloomy weather. According to the German Weather Service (DWD), it can still rain a bit from the Ore Mountains and the Thuringian Forest to Lower Bavaria. Especially at the edge of the Alps, but also in the southwest and partly in the west, the cloud cover clears up during the course of the day and the sun appears more and more often. In the rest of the country, it remains heavily overcast or covered in high fog. Temperatures reach 4 to 9 degrees, around 10 degrees near the Rhine.","Sunday starts off foggy and gloomy in most regions. It can still rain a bit in the Ore Mountains, Thuringian Forest, and Lower Bavaria, according to the German Weather Service (DWD). The cloud cover clears up during the day, especially at the edge of the Alps, in the southwest, and partly in the west, allowing the sun to appear more often. The rest of the country remains heavily overcast or covered in high fog. Temperatures reach 4 to 9 degrees, and around 10 degrees near the Rhine.","The Sunday starts in most regions with a foggy and gloomy weather. From the Ore Mountains to Lower Bavaria, there can still be some rain according to the national weather service. Especially at the edge of the Alps, but also in the southwest and partly in the west, the cloud cover clears up during the course of the day, and the sun appears more frequently. In the rest of the country, it remains heavily overcast or covered in high fog. Temperatures reach 4 to 9 degrees, around 10 degrees near the Rhine.",0.3875,0.2799,0.3193,0.5342,0.4795,0.5016,0.6576,0.6662,0.6307,0.7936,0.7986,0.805
116,"On Monday, the gradually increasing sunshine will eat away at the dense fog again, causing it to dissipate more and more during the course of the day,"" says the meteorologist. Sunshine is expected throughout the day at the edge of the Alps, on the higher mountain slopes, and in parts of North Rhine-Westphalia, while other areas will remain covered in dense fog for some time. Daily highs will be between 5 and 9 degrees, with up to 11 degrees in the lower Rhine region, and only 3 degrees in the southeast, which will be permanently covered in fog. A weak wind will come in from various directions.","""On Monday, the gradually strengthening sun will again nibble at the high fog and can dissolve it more and more during the course of the day,"" says the meteorologist. Sunshine is expected all day long in the Alpine foothills, in the high elevations of the low mountain ranges, and in parts of North Rhine-Westphalia, while elsewhere it will have to fight its way through the high fog cover. The maximum values are between 5 and 9 degrees, around 11 degrees on the Lower Rhine, while only around 3 degrees are expected in the persistent gray in the southeast. In addition, a light wind blows from different directions.","""On Monday, the gradually strengthening sun will again gnaw at the high fog and can dissolve it more and more during the course of the day,"" says the meteorologist. Sunshine is expected throughout the day in the Alpine foothills, high elevations of the low mountain ranges, and parts of North Rhine-Westphalia, while in other areas, the sun will have to break through the high fog cover. The maximum values are between 5 and 9 degrees, around 11 degrees on the Lower Rhine, while only around 3 degrees are expected in the persistent gray in the southeast. In addition, a light wind blows from different directions.","""On Monday, the gradually strengthening sun will again break through the high fog and be able to dissolve it more and more over the course of the day,"" says the meteorologist. Sunshine is expected all day in the foothills of the Alps, in the high elevations of the central uplands, and in parts of North Rhine-Westphalia, while elsewhere it will have to fight its way through the high fog cover. The maximum temperatures will be between 5 and 9 degrees, around 11 degrees on the Lower Rhine, while only around 3 degrees are expected in the persistent overcast in the southeast. In addition, a light wind will blow from varying directions.",0.3393,0.3465,0.3346,0.504,0.5103,0.5074,0.6657,0.6567,0.682,0.7847,0.7723,0.7911
117,"Stubborn fog or dense fog may appear again in some low lying areas on Tuesday. Otherwise, the weather will be cheerful once the fog disappears. Sunshine throughout the day is forecast for the mountain slopes, large areas of North Rhine-Westphalia, and along the edge of the Alps. The temperatures will rise to between 5 and 11 degrees, depending on the amount of sunshine.","On Tuesday, in some lowlands, there may again be only sluggish dissipation of fog or high fog. Otherwise, the weather will be sunny after the fog has cleared. In high altitudes, in large parts of North Rhine-Westphalia, and on the edge of the Alps, the sun is expected to shine all day long. Temperatures will climb to 5 to 11 degrees, depending on the sunshine.","On Tuesday, in some lowlands, there may again be a slow dissipation of fog or high fog. Otherwise, the weather will be sunny after the fog clears. In high altitudes, in large parts of North Rhine-Westphalia, and on the edge of the Alps, the sun is expected to shine all day long. Temperatures will climb to 5 to 11 degrees, depending on the sunshine.","On Tuesday, there will likely be only sluggish dissipation of fog or upper fog in the lowlands. Otherwise, the weather will be sunny after the fog has cleared. In the upland areas, across much of North Rhine-Westphalia, and in the Alpine foothills, the sun is expected to shine all day. Temperatures will climb to 5 to 11 degrees, depending on the sunshine.",0.2759,0.2796,0.2384,0.4902,0.491,0.4358,0.6942,0.7025,0.676,0.8159,0.8206,0.8072
119,The defeated favorite Sofia Goggia appeared extremely disappointed after she was disqualified during the downhill in the Alpine World Ski Championships.,The defeated top favorite Sofia Goggia was deeply disappointed after her exit in the downhill event of the Alpine Ski World Championships.,The beaten top favorite Sofia Goggia expressed deep disappointment after her exit in the downhill event of the Alpine Ski World Championships.,Top favorite Sofia Goggia was deeply disappointed after being defeated in the downhill event of the Alpine Ski World Championships.,0.0894,0.0793,0.0896,0.6657,0.5754,0.6114,0.7306,0.7067,0.7333,0.8481,0.8183,0.8552
121,"""I'm sad, because I was not able to bring my A-game,"" the Italian told ZDF after she straddled one of the gates and was disqualified. At least the 30-year-old was able to narrowly avoid a potentially serious fall.","""I am sad because I did not deliver the performance I am capable of,"" said the Italian woman on ZDF, after she got tangled up at a gate and was eliminated. At least the 30-year-old was able to just barely prevent what could have been a serious fall.","""I am sad because I did not deliver the performance I am capable of,"" said the Italian woman on ZDF, after she got caught up at a gate and was eliminated. At least the 30-year-old was just barely able to prevent what could have been a serious fall.","""I'm sad because I couldn't perform to my full potential,"" said the Italian athlete on German television, after getting caught up at a gate and being eliminated. At least the 30-year-old was able to narrowly avoid a potentially serious fall.",0.2134,0.1697,0.3978,0.5365,0.5232,0.6055,0.6873,0.6917,0.7005,0.7656,0.7324,0.7515
122,"Goggia has been the dominant downhill athlete during the World Championships. She has won four of the six races of the season to date in this discipline. After being awarded a gold medal in Pyeongchang in 2018, she was awarded silver during the 2022 Winter Olympic Games in Beijing. Goggia, who is known for her risky maneuvres, will have to wait for a World Championship medal in her specialty event. She was absent from the event on her home turf at Cortina d'Ampezzo two years ago due to injury.","Goggia has been the dominant downhill skier in the World Cup for years. She has won four of the six season races in this discipline so far. After winning gold in 2018 in Pyeongchang, she won silver at the 2022 Olympic Winter Games in Beijing. However, Goggia, who is known for her risky driving style, is still waiting for a World Championship medal in her specialty. At her home game in Cortina d'Ampezzo two years ago, she was absent due to injury.","Goggia has been the dominant downhill skier in the World Cup for years. She has won four of the six season races so far. After winning gold in 2018 in Pyeongchang, she won silver at the 2022 Olympic Winter Games in Beijing. However, Goggia, who is known for her risky skiing style, is still waiting for a World Championship medal in her specialty. She was absent from her home event in Cortina d'Ampezzo two years ago due to injury.","Goggia has long been the dominant force in World Cup downhill skiing. She has won four of the six races in this discipline so far this season. After taking gold in 2018 in Pyeongchang, she claimed silver at the 2022 Beijing Olympics. However, Goggia, known for her risky racing style, is still awaiting her first World Championship medal in her specialty. She missed her home event in Cortina d'Ampezzo two years ago due to injury.",0.4065,0.4405,0.3138,0.5934,0.631,0.4867,0.681,0.7105,0.7055,0.7953,0.8082,0.8054
128,Personal description: slim build,Slim figure.,The person has a slim build.,Slender build.,0.0,0.0699,0.0583,0.1316,0.2381,0.1316,0.495,0.6839,0.4446,0.5862,0.7635,0.634
134,Zelensky and his ministers oppose Russian participation in the Olympics,Zelenskyy and ministers against Russia's participation in the Olympics.,Zelenskyy and ministers oppose Russia's participation in the Olympics.,Zelenskyj and ministers oppose Russia's participation in the Olympics.,0.2597,0.29,0.29,0.4505,0.5682,0.5682,0.7277,0.8123,0.8043,0.8747,0.9276,0.9318
143,The German Ministry of the Interior also took a stand,The Federal Ministry of the Interior also takes a position.,The Federal Ministry of the Interior also addresses the issue.,The Federal Ministry of the Interior has issued a statement.,0.3816,0.3672,0.2597,0.6724,0.5111,0.5625,0.694,0.588,0.6153,0.7423,0.7514,0.714
144,"The German Ministry of the Interior, which is responsible for sport, followed this up by explaining that it also affirmed the rejection of the participation of Russian and Belarusian athletes in Paris. ""From our perspective, there is no reason to invite Russian and Belarusian sports to return to competition. The unconditional solidarity and support of the international sporting community must apply to the Ukrainian athletes. The efforts of the IOC to once again include Russian and Belarusian athletes is the wrong way to go about it,"" shared a speaker for the Ministry of the Interior when asked by the dpa.","The Federal Ministry of the Interior responsible for sports subsequently declared that it had also reaffirmed during the consultations its rejection of the participation of Russian and Belarusian athletes in Paris. ""From our point of view, there is no reason to invite Russian and Belarusian sports to return to the competitions. The Ukrainian athletes must continue to enjoy the unrestricted solidarity and support of the international sports community. The IOC's efforts to reintegrate Russian and Belarusian athletes are the wrong way,"" a spokesman for the Ministry of the Interior said in response to a dpa inquiry.","The Federal Ministry of the Interior stated that it had also reaffirmed during the consultations its rejection of a start for Russian and Belarusian athletes in Paris. ""From our perspective, there is no reason to invite Russian and Belarusian sports to return to the competitions. The Ukrainian athletes must continue to receive the unrestricted solidarity and support of the international sports community. The IOC's efforts to reintegrate Russian and Belarusian athletes are the wrong approach,"" a ministry spokesperson said in response to a dpa inquiry.","The Federal Ministry of the Interior responsible for sports subsequently declared that it had also reaffirmed during the consultations its rejection of the participation of Russian and Belarusian athletes in Paris. ""From our perspective, there is no reason to invite Russian and Belarusian sports to return to the competitions. The Ukrainian athletes must continue to enjoy the unrestricted support and solidarity of the international sports community. The IOC's efforts to reintegrate Russian and Belarusian athletes are the wrong approach,"" a spokesperson said.",0.4335,0.362,0.3792,0.6023,0.5384,0.4938,0.6452,0.6347,0.6422,0.8025,0.7742,0.8033
148,"""Hey, sexy butt!"" whistling at the female jester in a short, sexy costume and making suggestive remarks: All of this falls under the term ""catcalling"" (i.e. catcalling). Nothing less than a form of public, verbal, sexual harassment is hiding behind this term.","""Hey, hot ass!"", whistling after the woman in the skimpy sexy costume and making suggestive remarks: All of this falls under the term ""catcalling"". Behind this term lies nothing less than a form of verbal sexual harassment in public spaces.","""Hey, you foolish woman in the skimpy, sexy costume!"", whistling after her and making suggestive remarks: All of this falls under the term ""catcalling"", which is a form of verbal sexual harassment in public spaces.","""Hey, sexy butt!"", the man whistled at the woman in the revealing costume and made suggestive remarks: This behavior is known as ""catcalling"", a form of verbal sexual harassment in public spaces.",0.4114,0.3454,0.1661,0.634,0.4994,0.4472,0.6649,0.6061,0.6655,0.8412,0.7845,0.7646
150,Half of the vehicles have been lost? USA sees that Moscow's tank inventory has been starkly reduced,Half of the vehicles lost? The USA sees Moscow's tank inventory severely decimated.,The USA sees Moscow's tank inventory as severely decimated.,"The USA reports that Moscow's tank forces have been substantially diminished, with potentially half of their vehicles lost.",0.3019,0.1348,0.1536,0.5373,0.3472,0.4845,0.7616,0.6067,0.737,0.8383,0.7879,0.8526
153,"Wallander gave no further details on the number of tanks that have been captured and destroyed, according to the U.S. estimate, during an online event held by the think tank Center for a New American Security.",Wallander did not provide any further information on the number of tanks seized and destroyed according to US estimates during an online event of the think tank Center for a New American Security.,Wallander made no further statements on the number of tanks confiscated and destroyed according to US estimates during an online event of the think tank Center for a New American Security.,Wallander did not provide any further details on the number of tanks reportedly seized and destroyed according to US estimates during an online event hosted by the think tank Center for a New American Security.,0.4133,0.4197,0.4945,0.609,0.6653,0.685,0.7623,0.7508,0.7936,0.8677,0.8646,0.8802
154,"Ukraine will receive battle tanks from multiple Western allies in the coming weeks. Great Britain agreed to deliver Challenger 2 battle tanks to Kyiv in March. Germany will deliver a battalion of Leopard 2 tanks to Ukraine by April in coalition with other states. The USA has also agreed to deliver a battalion of 31 Abrams battle tanks. However, their delivery is most likely to take significantly longer.","The Ukraine is set to receive combat tanks from several Western allies in the coming weeks. The United Kingdom has promised Kyiv the delivery of Challenger 2 battle tanks for March. Germany wants to deliver a battalion of Leopard 2 tanks to Ukraine in a coalition with other countries by April. The United States has also promised a battalion of 31 Abrams-type battle tanks. However, their delivery is expected to take significantly longer.","Ukraine is set to receive combat tanks from several Western allies in the coming weeks. The United Kingdom has promised Kyiv the delivery of Challenger 2 battle tanks for March. Germany wants to deliver a battalion of Leopard 2 tanks to Ukraine in a coalition with other countries by April. The United States has also promised a battalion of 31 Abrams battle tanks. However, their delivery is expected to take significantly longer.","The Ukraine is expected to receive combat tanks from several Western allies in the coming weeks. The United Kingdom has promised Kyiv the delivery of Challenger 2 tanks for March. Germany plans to deliver a battalion of Leopard 2 tanks to Ukraine in a coalition with other countries by April. The United States has also promised a battalion of 31 ABRAMS tanks, but their delivery is expected to take significantly longer.",0.4338,0.4797,0.3595,0.6843,0.7068,0.6299,0.7688,0.79,0.7729,0.8782,0.878,0.8667
158,Fuss over the appointment to a military position,Controversy over staffing at the Army.,Controversy over appointments within the German Army.,Controversy over appointments within the German Army.,0.0341,0.033,0.033,0.1282,0.1899,0.1899,0.593,0.6398,0.6398,0.6914,0.7661,0.7661
159,"This is because the post, which would have been occupied by the former Military History Museum (MHM) Director Christian Ortner, was not advertised. The academy's staff representative, Herwig Jedlaucnik, suspects post corruption and abuse of office. Minister of Defense Klaudia Tanner (Austrian People's Party) defended the approach.","The position that the former director of the Military History Museum (HGM), Christian Ortner, will hold in the future was not advertised. The staff representative of the Academy, Herwig Jedlaucnik, suspects nepotism and abuse of power. Defense Minister Klaudia Tanner (ÖVP) defends the procedure.","The former director of the Military History Museum (HGM), Christian Ortner, will take up a position that was not publicly advertised. The staff representative of the Academy, Herwig Jedlaucnik, suspects position corruption and abuse of power. Minister of Defense Klaudia Tanner (ÖVP) defends the procedure.","The former director of the Military History Museum (HGM), Christian Ortner, was appointed to this position without a public posting. The staff representative of the Academy, Herwig Jedlaucnik, suspects nepotism and abuse of power. Defense Minister Klaudia Tanner (ÖVP) defends the decision.",0.2394,0.2989,0.2028,0.5199,0.5768,0.481,0.651,0.6691,0.6633,0.7563,0.761,0.761
160,"No advertisement was necessary because the appointment was to a previously unoccupied post, according to the minister. She refused to comment on ""speculation regarding a liberal staff representative."" Ortner was let go last year after 17 years as the head of the MHM. In addition to criticism regarding the museum's handling of Austria's military history, he was also confronted with serious allegations of bullying. Tanner believes that these have been resolved.","The minister stated that a tender is not required, as the appointment is for a previously unoccupied position. She does not wish to comment on ""speculations of a freedom party personnel representative."" Ortner was replaced last year after 17 years at the helm of the HGM. In addition to criticism of the museum's handling of Austria's military past, he was confronted with serious allegations of bullying. From Tanner's perspective, these have been resolved.","The minister stated that a public announcement is not required, as the appointment is for a previously unoccupied position. She does not wish to comment on ""speculations of a freedom party personnel representative."" Ortner, having been at the helm of the HGM for 17 years, was replaced last year. In addition to criticism of the museum's handling of Austria's military past, he was confronted with serious allegations of bullying. Tanner stated that these allegations have been resolved.","The minister stated that a tender is not required, as the appointment is for a previously unoccupied position. She does not wish to comment on speculations by a representative of the Freedom Party. Ortner was replaced last year after 17 years as the director of the Heeresgeschichtliches Museum. In addition to criticism of the museum's handling of Austria's military past, he was confronted with serious allegations of bullying, which have been resolved from Tanner's perspective.",0.3857,0.3322,0.33,0.6498,0.5909,0.5836,0.6702,0.6952,0.6325,0.8191,0.8256,0.81
161,"Jedlaucnik also doubts that Ortner is a suitable candidate. He is an expert on the First World War and wars of the monarchy, but the Institute is concerned with current issues in security policy.","Jedlaucnik also doubts Ortner's suitability in terms of content. He is an expert on the First World War and the wars of the monarchy, but the institute deals with current issues of security policy.","Jedlaucnik also doubts Ortner's suitability in terms of content. Ortner is an expert on the First World War and the wars of the monarchy, but the institute focuses on current issues of security policy.","Jedlaucnik also questions Ortner's expertise in the context of the institute's focus on current security policy issues, as Ortner is known for his work on the First World War and the wars of the monarchy.",0.5206,0.4545,0.2329,0.7498,0.705,0.5031,0.7407,0.7418,0.6801,0.8362,0.8328,0.8122
162,"The Social Democratic Party of Austria requested that Tanner explain the ""unusual procedure."" The decision suggested the ""semblance of position manipulation,"" said Robert Laimer, Speaker of Defense for the Social Democratic Party of Austria. The Neos demanded that Tanner withdraw the appointment. Douglas Hoyos, State Defense Speaker, believes that the Austrian People's Party is ""up to their ears in a cesspool of corruption."" He announced a parliamentary inquiry into the subject.","The SPÖ demands that Tanner provide clarification on the ""unusual order process"". SPÖ defense spokesman Robert Laimer says the decision bears the ""appearance of political patronage"". The Neos call on Tanner to withdraw the appointment. ÖVP defense spokesman Douglas Hoyos said the ÖVP is ""still up to its neck in the corruption swamp"" and announced a parliamentary inquiry on the matter.","The SPÖ demands that Tanner provide clarification on the ""unusual appointment process"". SPÖ defense spokesman Robert Laimer says the decision bears the ""appearance of political cronyism"". The Neos are calling on Tanner to withdraw the appointment. ÖVP defense spokesman Douglas Hoyos said the ÖVP is ""still up to its neck in the corruption swamp"" and announced a parliamentary inquiry on the matter.","The SPÖ demands that Tanner provide clarification on the ""unusual appointment process"". SPÖ defense spokesman Robert Laimer says the decision bears the ""appearance of political patronage"". The Neos call on Tanner to withdraw the appointment. ÖVP defense spokesman Douglas Hoyos stated that the ÖVP is ""still deeply involved in questionable political practices"", and announced a parliamentary inquiry on the matter.",0.1082,0.1085,0.1075,0.3198,0.3194,0.3529,0.5764,0.6066,0.5826,0.7075,0.7332,0.7147
163,Carnival: First revelers brought down by the costs,Carnival: First fools go down on their knees before costs.,The revelers struggle with the costs of carnival.,Carnival: First revelers reluctantly pay the costs.,0.0958,0.0561,0.3549,0.3117,0.3194,0.4747,0.4284,0.5366,0.4978,0.5208,0.7318,0.7346
165,"No carnival parades have been canceled in Brandenburg. The ""Procession of Merry People"" in Cottbus, probably Eastern Germany's largest once again, will be held for the first time since the pandemic. No parades were canceled at the Swabian-Alemannic carnival either.","In Brandenburg, no carnival parades are being cancelled. The ""Parade of Joyful People"" in Cottbus, likely once again the largest in East Germany, is taking place for the first time since the pandemic. Also, no parades have been cancelled for the Swabian-Alemannic Carnival.","In Brandenburg, no carnival parades are being cancelled. The ""Parade of Joyful People"" in Cottbus, likely once again the largest in East Germany, is taking place for the first time since the pandemic. Also, no parades have been cancelled for the Swabian-Alemannic Carnival.","In Brandenburg, no carnival parades are being cancelled. The ""Parade of Joyful People"" in Cottbus, likely the largest in East Germany once again, is taking place for the first time since the pandemic. The Swabian-Alemannic Carnival has also not had any parades cancelled.",0.2874,0.2874,0.2802,0.5381,0.5381,0.5533,0.7546,0.7546,0.7469,0.8468,0.8468,0.8401
179,"Steinmeier nevertheless enjoyed attending the 10-km sprint at the Biathlon World Cup in Oberhof, getting plenty of tips from Olympic champions Frank Ullrich and Peter Sendel: ""The biathlon has fascinated me ever since the Olympic Games in South Korea, when Laura Dahlmeier won gold in the first race,"" he revealed, and also praised Oberhof for its modernized sports facilities: ""The completely renovated arena is amazing and offers ideal conditions. The athletes also say that - with thanks to those who have helped out here since the World Cup was awarded."" In terms of sustainability, too, the site is now ""one step ahead"" of many others, making it ""safe for the years and even decades ahead.""","Steinmeier nonetheless enjoyed the visit of the 10-km sprint race at the Biathlon World Championships in Oberhof, received numerous tips from the Olympic champions Frank Ullrich and Peter Sendel: ""Since the Olympic Games in South Korea, when Laura Dahlmeier won gold in the first race, Biathlon has fascinated me,"" he revealed and also praised Oberhof for its modernized sports facilities: ""The completely renovated arena is great and offers ideal conditions. The athletes say that too - with thanks to those who have been working here since the World Championships were awarded."" The location is now ""one step ahead"" of many others in terms of sustainability and is therefore ""secure for the next years and even decades"".","Steinmeier nonetheless enjoyed attending the 10-km sprint race at the Biathlon World Championships in Oberhof, receiving numerous tips from Olympic champions Frank Ullrich and Peter Sendel. ""Biathlon has fascinated me since the Olympic Games in South Korea, when Laura Dahlmeier won gold in the first race,"" he revealed, and he also praised Oberhof for its modernized sports facilities, saying ""The completely renovated arena is great and offers ideal conditions, as the athletes have noted with gratitude to those who have worked here since the World Championships were awarded."" He also noted that the location is now ""one step ahead"" of many others in terms of sustainability, making it ""secure for the next years and even decades.""","Steinmeier enjoyed the visit of the 10-km biathlon sprint race at the World Championships in Oberhof, where he received numerous tips from Olympic champions Frank Ullrich and Peter Sendel. ""Biathlon has fascinated me since the Olympic Games in South Korea, when Laura Dahlmeier won gold in the first race,"" he said, and also praised Oberhof for its thoroughly renovated sports facilities. ""The completely renewed arena offers ideal conditions, as the athletes have also noted."" The location is now ""one step ahead"" of many others in terms of sustainability and is therefore ""secure for the next years and even decades.""",0.5685,0.5579,0.4124,0.7826,0.7915,0.6278,0.7384,0.7612,0.7121,0.8473,0.866,0.8454
182,"Bö had started the race in front of 14,300 spectators with the number 1 and embodied this status despite the difficult visibility. However: He was lucky with his last two standing shots; they both hit the edge of the targets and still fell. The 29-year-old then enjoyed the award ceremony together with his older brother, five years his senior: ""It's the best feeling to stand here with him,"" said the world champion: ""We are the best family, the best brothers, the best athletes.""","Bö had started the race with the number 1 in front of 14,300 spectators and maintained this status despite the complicated visibility conditions. However, in his last two standing shots, he had the luck of the skilled; they landed on the edge of the targets and still fell. The 29-year-old then enjoyed the award ceremony together with his five-year-older brother: ""It's the best feeling to stand here with him,"" said the world champion: ""We are the best family, the best brothers, the best athletes"".","Bö had started the race with the number 1 in front of 14,300 spectators and maintained this status despite the complicated visibility conditions. However, in his last two prone shots, he had the luck of the skilled one; they landed on the edge of the targets and still fell. The 29-year-old then enjoyed the victory ceremony together with his five-year-older brother: ""It's the best feeling to stand here with him,"" said the world champion: ""We are the best family, the best brothers, the best athletes"".","Bö had started the race with bib number 1 in front of 14,300 spectators and maintained this status despite the complicated visibility conditions. However, in his last two standing shots, he had some good fortune; they landed on the edge of the targets but still fell. The 29-year-old world champion then enjoyed the award ceremony together with his five-year-older brother: ""It's the best feeling to be up here with him,"" said the world champion: ""We are the best family, the best brothers, the best athletes.""",0.6755,0.6226,0.5968,0.7795,0.7514,0.7556,0.7462,0.7058,0.7451,0.8238,0.8093,0.8332
184,"Brych irritated by ""swarm of bees"" on the field",The swarm of bees on the pitch displeases Brych.,Referee Brych dislikes the chaotic situation on the pitch.,Brych was displeased by the swarm of bees on the pitch.,0.1244,0.0447,0.1153,0.284,0.284,0.4043,0.6888,0.5015,0.7208,0.7813,0.6159,0.8184
