index,reference,zero_shot_translation,improved_translation,single_agent_translation,bleu_zero_shot,bleu_improved,bleu_single_agent,meteor_zero_shot,meteor_improved,meteor_single_agent,bleurt_zero_shot,bleurt_improved,bleurt_single_agent,comet_zero_shot,comet_improved,comet_single_agent
249,"The strap has a flat and 6mm wide, making it easy on the ears and reducing common ear pain.","The elastic cord has a 6mm flat shape, making it soft on the ears and helping to reduce the common pain associated with wearing it.",The elastic cord has a 6 mm flat shape which makes it gentle on the ears and helps to reduce the common ear pain.,"The elastic cord is made of 6mm flat elastic, making it soft on the ears and helping to reduce the common pain associated with wearing it.",0.1591,0.2213,0.1411,0.5123,0.6226,0.4055,0.6926,0.7403,0.6911,0.8699,0.8765,0.8442
263,*The image shown for the A4 5-pack uses the new package design.,The image shown for the product containing 5 A4 notebooks is of the new packaging.,The image shown for the product with 5 volumes of A4 is of the new packaging.,The image shown for the product that includes 5 A4 notebooks is of the new packaging.,0.2804,0.2622,0.2622,0.5467,0.5423,0.5423,0.6814,0.657,0.6756,0.8326,0.8298,0.8396
264,The paper and specifications are identical to those of the previous design.,"""The paper and specifications of the previous packaged product are the same.""","""The paper and specifications of the previous package product remain unchanged.""","""The paper and specifications of the previous packaged product remain the same.""",0.2534,0.2658,0.246,0.526,0.4949,0.477,0.6938,0.6523,0.7014,0.8222,0.8235,0.8422
266,The order code on the box and the order code on the wrapping paper of the 500-sheet pack differ.,The order code listed on the box is different from the order code listed on the packaging of 500 sheets.,The order code listed on the box is different from the order code listed on the 500-sheet packaging.,The order code listed on the box is different from the order code listed on the packaging of 500 sheets.,0.1174,0.1284,0.1174,0.4465,0.501,0.4465,0.7,0.7186,0.7,0.8509,0.8588,0.8509
267,(To sell 500-sheet packs as a single pack.),"""(This is because it is sold as a book containing 500 sheets)""","""(This is because it is sold as a single volume containing 500 sheets)""","""This is because it is sold as a set containing 500 sheets.""",0.0309,0.0647,0.0309,0.3042,0.4412,0.3042,0.5523,0.6461,0.6218,0.7,0.7499,0.77
270,"Quickly clean oil, grease, and other grime from brake linings, brake drums, mechanical parts, etc., as well as remove oil, grease, carbon, and other contaminants without dispersing particles into the air.","It effectively cleans oil, grease, and other dirt adhered to brake linings, brake drums, and mechanical parts, and quickly removes grease, carbon, and other contaminants without dispersing various dust particles generated from the brake system into the air.","It effectively and cleanly removes oil, grease, and other dirt adhered to brake linings, brake drums, and mechanical parts, and quickly and effectively cleans grease, carbon, and other contaminants without dispersing various dust particles into the air.","It effectively cleans oil, grease, and other dirt adhered to brake linings, brake drums, and mechanical parts, and quickly removes grease, carbon, and other contaminants without dispersing various dust particles generated from the brake system into the air, ensuring that these particles do not spread.",0.4506,0.477,0.368,0.7246,0.7658,0.6705,0.7804,0.7838,0.7687,0.8711,0.8667,0.8481
271,"Also, this cleaning agent doesn't contain any chlorofluorocarbons or trichloroethane, which attribute to ozone layer depletion and environmental pollution, so it does not fall under the Ordinance on the Prevention of Organic Solvent Poisoning.","Additionally, this cleaning agent does not contain any chlorofluorocarbons (CFCs) or 1,1,1-trichloroethane, which cause ozone layer depletion and environmental pollution, and is exempt from the Organic Solvent Poisoning Prevention Regulations.","Additionally, this cleaning agent does not contain any chlorofluorocarbons (CFCs) or trichloroethane, which cause ozone layer depletion and environmental pollution, and is not subject to the regulations applying to organic solvent poisoning prevention.","Additionally, this cleaning agent does not contain any chlorofluorocarbons (CFCs) or 1,1,1-trichloroethane, which cause ozone layer depletion and environmental pollution, and is exempt from the Organic Solvent Poisoning Prevention Regulations.",0.3321,0.3461,0.3321,0.5457,0.575,0.5457,0.7594,0.7783,0.7594,0.8638,0.8733,0.8638
274,This product can be sprayed even when the can is upside-down.,"""It is okay to use the can upside down.""","""You can safely use the can upside down.""","""It is okay to use the can upside down.""",0.0428,0.0433,0.0428,0.2366,0.2388,0.2366,0.618,0.6304,0.618,0.7561,0.7606,0.7561
276,"Nitrile rubber gloves, extra thin, powder free, blue, 100 pack","Nitrile rubber gloves, ultra-thin, powder-free, blue color, pack of 100.","Nitrile rubber gloves, ultra-thin, powder-free, blue color, 100-pack.","Nitrile rubber gloves, ultra-thin, powder-free, blue, pack of 100.",0.2223,0.2288,0.2811,0.375,0.3005,0.4505,0.835,0.8443,0.8494,0.9015,0.9033,0.9007
277,"Soft and snugly fitting, these gloves are ideal for tasks requiring detailed work over a long period of time.","It fits softly and perfectly in your hand, making it suitable for detailed work over long periods.","It fits snugly and softly in your hand, making it suitable for detailed work over long periods.","It fits softly and perfectly in your hand, making it suitable for detailed work over long periods.",0.058,0.0597,0.058,0.2719,0.3045,0.2719,0.7145,0.7319,0.7145,0.8232,0.8364,0.8232
279,Convenient left/right dual usage allows for waste-free use.,You can use it efficiently without waste because it is a convenient type that is suitable for both left and right-handed use.,You can use it without waste because it is a convenient type suitable for both left and right-handed use.,You can use it efficiently without waste because it is a convenient type suitable for both left and right-handed use.,0.0194,0.0225,0.0214,0.2128,0.2198,0.2174,0.6834,0.6903,0.6915,0.7888,0.7945,0.8032
283,"*Some people may experience itchiness, rashes, etc.","※ Depending on your constitution, it may cause itching, rashes, or other skin reactions.","Depending on your individual sensitivity, it may cause itching, rashes, or similar symptoms.","※ Depending on your constitution, it may cause itching, rashes, or other reactions.",0.0607,0.0647,0.0647,0.1299,0.1316,0.1316,0.7127,0.7245,0.7138,0.7981,0.8672,0.819
286,"The gloves might swell, deteriorate, or the chemical/solvent might permeate through.","The translation from Japanese to English is: ""It may swell, permeate, and age.""","It may swell, permeate, and deteriorate.","It may swell, penetrate, and age.",0.0283,0.0383,0.0346,0.0893,0.0476,0.0476,0.4174,0.5249,0.4302,0.5979,0.6277,0.5785
289,"*Be careful not to damage them with your fingernails, blades, or other sharp objects.","Please be careful not to scratch or damage it with your fingertips, blades, or other sharp objects.","Please be careful not to scratch or damage it with toes, blades, or other sharp objects.","Please be careful not to scratch or damage it with your fingertips, blades, or other sharp objects.",0.4531,0.4581,0.4531,0.7507,0.6817,0.7507,0.7415,0.6639,0.7415,0.9007,0.9002,0.9007
290,This leads to leakage.,"""It can cause a water leak.""","""It will lead to a water leak.""","""It can cause a water leak.""",0.024,0.0251,0.024,0.0,0.436,0.0,0.7408,0.7738,0.7408,0.8153,0.843,0.8153
295,The design makes the size obvious at first glance.,A design where the size is immediately apparent.,A design where the size is clearly visible at a glance.,A design where the size is immediately apparent.,0.054,0.0564,0.054,0.2871,0.4043,0.2871,0.7652,0.7943,0.7652,0.8428,0.8889,0.8428
299,"*If the alkaline liquid from a battery gets in your eyes, it can cause loss of vision, so immediately rinse your eyes with a large amount of clean water, and then receive treatment from a doctor.","If alkaline battery fluid gets into your eyes, there is a risk of blindness, so immediately rinse with plenty of clean water and seek medical attention.","If alkaline battery fluid gets into your eyes, as it may cause blindness or other risks, rinse your eyes immediately with plenty of clean water; then receive treatment from a doctor.","If alkaline battery fluid gets into your eyes, there is a risk of blindness, so immediately rinse with plenty of clean water and seek medical attention.",0.1156,0.2491,0.1156,0.3189,0.5558,0.3189,0.7405,0.7488,0.7405,0.8712,0.8734,0.8712
306,"*These batteries are not rechargeable, so charging them can lead to leakage, overheating, or rupture.","※This battery is not rechargeable, so attempting to recharge it may result in leakage, overheating, or rupture.","*This battery is not rechargeable, so charging it can cause leakage, overheating, or rupture.","※This battery is not rechargeable, so attempting to recharge it may result in leakage, overheating, or rupture.",0.4028,0.4919,0.4028,0.6168,0.6497,0.6168,0.8296,0.874,0.8296,0.8956,0.924,0.8956
315,These gloves are soft and well-fitting.,These are work gloves that are soft and have a comfortable fit.,These cotton work gloves are soft and fit comfortably.,These are cotton gloves that are soft and have a comfortable fit.,0.0914,0.2907,0.0914,0.6758,0.7683,0.6758,0.7922,0.7603,0.7788,0.8705,0.8763,0.8673
318,*Do not use during mechanical work involving rotating parts.,"""Please do not use during machine operations involving rotating bodies.""","""Do not use in machine work involving rotating bodies.""","""Please do not use during machine operations with rotating parts.""",0.1012,0.1473,0.1293,0.5319,0.5378,0.4121,0.725,0.7552,0.7514,0.8813,0.8921,0.8597
321,High Quality Washi Paper-based Masking Tape,"Masking tape, high quality, Japanese paper base","Masking tape, high quality, washi base","Masking tape, high quality, Japanese paper base",0.024,0.0278,0.024,0.1639,0.25,0.1639,0.5706,0.6227,0.5706,0.7367,0.7351,0.7367
323,"Minimal adhesive residue, and vertical tearing is unlikely to occur.","""The remaining glue is minimal, making it less prone to vertical tearing.""","""With minimal glue residue, it is less prone to tearing vertically.""","""The remaining glue is minimal, making it less prone to vertical tearing.""",0.0342,0.0368,0.0342,0.1471,0.2475,0.1471,0.7331,0.6921,0.7331,0.8431,0.8592,0.8431
324,"*Depending on the type of surface or paint used, adhesive marks or adhesive residue may remain, so please test that there are no issues before use.","Please ensure there are no issues before use, as adhesive marks or residue may occur depending on the type of substrate and paint.","Verify that there are no issues before using, as adhesive marks or residue may occur depending on the type of substrate and paint.","Please ensure there are no issues before use, as adhesive marks or residue may occur depending on the type of substrate or paint.",0.301,0.301,0.3118,0.565,0.5728,0.5837,0.7952,0.7917,0.7957,0.8975,0.8948,0.8994
329,"*Tissues don't dissolve in water, so please don't flush them down the toilet.","※Tissues do not dissolve easily in water, so please do not flush them down the toilet.","Facial tissues are not easily dissolvable in water, so please do not flush them down the toilet.","※Tissues do not dissolve easily in water, so please do not flush them down the toilet.",0.55,0.4988,0.55,0.7417,0.7433,0.7417,0.84,0.7492,0.84,0.9028,0.8185,0.9028
331,"*Do not place near fire, as they are combustible.","Please do not place it near open flames, as it may cause ignition.",Please do not place it near fire; it may ignite.,"Please do not place it near open flames, as it may cause ignition.",0.0437,0.0539,0.0437,0.3358,0.2808,0.3358,0.665,0.7664,0.665,0.8444,0.8498,0.8444
334,Weak adhesive masking tape with a quality that is suitable even for professional use.,This is a low-adhesion masking tape with quality that ensures peace of mind for professional users.,This is a low-adhesion masking tape with reliable quality that even professional users can trust.,This is a low-adhesion type masking tape with quality that ensures peace of mind for professional users.,0.0915,0.091,0.0859,0.5795,0.5437,0.5754,0.6645,0.7031,0.6711,0.8506,0.868,0.8566
339,This polyethylene cloth masking tape can be easily torn by hand and has superior weather and water resistance.,This polyethylene cloth tape for protection can be easily cut by hand and offers excellent weather resistance and water resistance.,"This polyethylene cloth tape for protection can be easily cut by hand, and it offers excellent weather and water resistance.",This polyethylene cloth tape for protection can be easily cut by hand and offers excellent weather resistance and water resistance.,0.2618,0.2961,0.2618,0.739,0.6792,0.739,0.7433,0.751,0.7433,0.856,0.8628,0.856
340,It can easily be peeled off and reapplied.,"The translation of ""再はくり性が良好です。"" is ""The re-peelability is good.""",The adhesive can be peeled off and reapplied effectively.,The re-peelability is good.,0.0143,0.4273,0.0241,0.0617,0.5975,0.0658,0.3434,0.7779,0.5777,0.4673,0.8568,0.5976
341,"*Depending on the surface or environment, adhesive strength and other aspects may not perform as expected.","Depending on the object to which it is applied or the usage environment, the adhesive strength and other values may not match the specified numbers.","Depending on the object to which it is applied or the usage environment, the adhesive strength and other properties may not correspond to the specified values.","Depending on the object to which it is applied or the usage environment, the adhesive strength and other values may not correspond to the specified numbers.",0.1596,0.1535,0.1535,0.5278,0.5247,0.5247,0.7335,0.7585,0.7163,0.8606,0.8761,0.8559
349,"*After masking, remove the tape slowly, as it may tear if peeled too quickly.","※ After curing, there is a risk of breakage if the tape is removed quickly, so please peel it off slowly.","※ After setting, there is a risk of rupture if the tape is removed quickly, so remove it slowly.","※ After curing, there is a risk of breakage if the tape is removed quickly, so please peel it off slowly.",0.025,0.0281,0.025,0.2901,0.2566,0.2901,0.6264,0.6098,0.6264,0.8235,0.7771,0.8235
350,"*The adhesive has a distinctive smell, so it's recommended to use this product in a well ventilated area.","※ There is a distinctive odor from the adhesive, so it is recommended to use it in a well-ventilated area.","※ The adhesive has a characteristic odor, so it is recommended to use it in a well-ventilated area.","Note: There is a distinctive odor from the adhesive, so it is recommended to use it in a well-ventilated area.",0.1009,0.2322,0.0962,0.4521,0.5208,0.4521,0.7863,0.7935,0.8135,0.9096,0.9093,0.9109
351,"*Depending on the surface and the period of masking, it is possible to mark or damage the surface, so please test before use.","Please note that depending on the adherend and the curing period, there may be cases where the adherend could be contaminated or damaged, so please verify before use.","Please note that depending on the substrate and the curing time in terms of potential contamination or damage, the substrate may become contaminated or damaged, so ensure to verify before use.","Please note that depending on the adherend and the curing period, the adherend may become contaminated or damaged, so please verify before use.",0.0687,0.0533,0.0796,0.4078,0.4219,0.4166,0.6402,0.633,0.6443,0.7836,0.7468,0.7827
356,They have superior weatherproofing compared to other cable ties.,"""Compared to conventional products, weather resistance has been improved.""","""Compared to conventional products, weather resistance has increased.""","Compared to conventional products, weather resistance has been enhanced.",0.0185,0.0203,0.0224,0.0556,0.0562,0.2083,0.6508,0.6231,0.6322,0.7626,0.7533,0.7947
360,Storing them in an airtight container is recommended.,It is recommended to seal tightly when storing.,It is recommended to ensure a tight seal when storing.,It is recommended to seal tightly when storing.,0.0561,0.0441,0.0561,0.0625,0.061,0.0625,0.6765,0.6593,0.6765,0.8186,0.8386,0.8186
362,*Reusing the cable ties may cause problems due to a loss in binding strength.,※There is a possibility of malfunction due to insufficient cohesion if a product that has been used once is used again.,There is a possibility of malfunction due to insufficient binding force if a previously used product is reused.,※There is a possibility of malfunction due to insufficient cohesion if a product that has been used once is reused.,0.0218,0.0271,0.023,0.1738,0.2192,0.175,0.4726,0.5347,0.498,0.7252,0.7504,0.7211
365,"*When installing, please install flush with the vehicle's mounting area.","When installing, please ensure that the installation is carried out straight onto the mounting section of the actual vehicle.","When installing, please ensure that the installation is carried out directly onto the mounting section on the vehicle.","When installing, please ensure that the installation is carried out directly onto the mounting section of the actual vehicle.",0.1352,0.1532,0.1352,0.3413,0.3444,0.3413,0.749,0.755,0.7462,0.8336,0.8305,0.8314
368,Please be assured that all of the products we currently sell are quality assured.,"The products currently on sale have been quality-checked, so please feel confident in using them.",The products currently on sale have been quality-checked. Please use them with peace of mind.,"The products currently on sale have been quality-checked, so please feel assured in using them.",0.0151,0.0172,0.0163,0.2638,0.3024,0.3024,0.7337,0.7239,0.7492,0.8759,0.8584,0.8849
369,*It is recommended that this product be fitted by a mechanic.,※We recommend that you request a maintenance professional to perform the replacement work for this product.,We recommend having a qualified technician handle the replacement work.,We recommend that you have a maintenance professional perform the replacement work for this product.,0.0306,0.0187,0.0327,0.2745,0.0917,0.2769,0.6581,0.6033,0.6234,0.8232,0.7825,0.7972
370,In some cases we may not be able to compensate you if you do the work yourself.,"If the replacement work is carried out individually, there may be cases where compensation cannot be provided.","If the replacement work is carried out personally, we might not be able to offer compensation in some cases.","If the replacement work is carried out individually, there may be cases where compensation cannot be provided.",0.0279,0.1536,0.0279,0.2059,0.5571,0.2059,0.6296,0.7314,0.6296,0.8209,0.8657,0.8209
371,"*Screw dimensions differ between oil filters, so even if the height and outer diameter look the same, please check the model of car and screw dimensions before installation.","Please double-check the vehicle model and screw dimensions before installation, as the screw dimensions vary for each oil filter, and filters that appear to have the same height and outer diameter may differ.","Please double-check the vehicle model and screw dimensions, as the screw dimensions vary for each oil filter, and even if filters appear to have the same height and outer diameter, they may differ.","Please double-check the vehicle model and screw dimensions before installation, as the screw dimensions are different for each oil filter, and filters that appear to have the same height and outer diameter may differ.",0.2055,0.1292,0.1997,0.3734,0.355,0.3902,0.7477,0.7171,0.7414,0.8837,0.8767,0.8844
373,*Even slight differences can cause major problems.,"""Even a slight difference can lead to significant trouble.""","""Even a slight difference can cause big trouble.""",Even a slight difference can lead to significant trouble.,0.0241,0.0501,0.0298,0.409,0.559,0.409,0.8322,0.8228,0.8222,0.9111,0.9196,0.907
378,"White Knitwear Ragcloth, Made from Used Fabric","""White jersey rags made from used fabric""","""White knit rags made from second-hand fabric""","""White knit rags made from used fabric""",0.0285,0.0285,0.0285,0.4206,0.2679,0.4206,0.6167,0.6017,0.639,0.7112,0.7396,0.7551
380,An excellent product even among ragcloths.,"""It is an excellent product among the wiper products.""","""It is an excellent product among cleaning cloths.""","""It is an excellent product among the range of ウエス products.""",0.0428,0.0474,0.0359,0.5952,0.6048,0.5769,0.516,0.6461,0.4715,0.7757,0.8556,0.756
382,Pre-cut.,"""Cut"" or ""Already cut.""",Already cut.,Already cut and ready.,0.024,0.1136,0.0537,0.0,0.0,0.0,0.5264,0.6742,0.7257,0.5521,0.6593,0.6517
390,*Use only for the intended purpose.,"""Please do not use for purposes other than intended.""","""Please do not use for any other purposes than those intended.""",Please do not use for purposes other than intended.,0.0224,0.0188,0.0278,0.0794,0.0769,0.0794,0.7224,0.7254,0.6976,0.8644,0.8586,0.8579
393,"Avoid using together with chemical products, as contact with them may cause the color to fade.","There is a possibility of discoloration occurring due to contact with chemical products, so please avoid using chemical products.","Discoloration may occur due to contact with chemical products, so please avoid using them.","There is a possibility of discoloration occurring due to contact with chemical products, so please avoid using chemical products.",0.1453,0.1826,0.1453,0.3873,0.4852,0.3873,0.7902,0.8089,0.7902,0.856,0.8832,0.856
395,Do not use for applications where the product comes in contact with foodstuffs.,"""Do not use for applications that involve contact with food.""","""Do not use for any purpose involving contact with food.""",Do not use for applications involving contact with food.,0.3184,0.2213,0.3131,0.4637,0.3811,0.5491,0.7933,0.7958,0.8091,0.8772,0.8343,0.8781
398,"*Please avoid using together with chemical products, as contact with them can cause the color to fade.","※ There is a possibility of color fading due to contact with chemical products, so please avoid using chemical items.","Color fading may occur if the product comes into contact with chemical products, so please avoid using them.","※ There is a possibility of color fading due to contact with chemical products, so please avoid using chemical items.",0.1545,0.1712,0.1545,0.3649,0.4107,0.3649,0.7702,0.8137,0.7702,0.8868,0.8987,0.8868
399,"Industrial hand cleaner, including orange extract moisturizing agents and exfoliant",Industrial Hand Cleaner with Orange Extract Moisturizing Ingredients and Scrubbing Particles,Hand cleaner with moisturizing orange extract and scrub particles,Industrial Hand Cleaner with Orange Extract Moisturizing Ingredients and Scrubbing Particles,0.0224,0.0511,0.0224,0.5569,0.3758,0.5569,0.714,0.6436,0.714,0.7519,0.8142,0.7519
409,"If a strange sensation persists, consult an eye specialist.","If you continue to feel a foreign body sensation, please consult an ophthalmologist.","If a foreign body sensation remains, please consult an ophthalmologist.","If you continue to feel a foreign body sensation, please consult an ophthalmologist.",0.0382,0.0586,0.0382,0.3358,0.4901,0.3358,0.7437,0.7419,0.7437,0.8087,0.8237,0.8087
421,"*After use, please dispose of this product in accordance with the proper garbage disposal methods specified by your local government.",Please dispose of this product after use in accordance with the waste disposal methods specified by the local government in your area.,Please dispose of this product in accordance with the waste disposal methods specified by your local municipality.,Please dispose of this product after use in accordance with the waste disposal methods specified by the local government in your area.,0.3464,0.504,0.3464,0.7048,0.7605,0.7048,0.7882,0.7596,0.7882,0.9156,0.9115,0.9156
422,"*When closing the bag, tie it tightly with a zip tie.","When closing the bag, please make sure to securely fasten it with a tie band.","When closing the bag, please securely fasten it with a cable tie.","When closing the bag, please make sure to securely fasten it with a tie band.",0.2692,0.3499,0.2692,0.5567,0.5718,0.5567,0.7132,0.7118,0.7132,0.8817,0.8942,0.8817
428,*Please do not use it for other than its intended purpose.,"""Please do not use for purposes other than the intended use.""","""Do not use for any other purposes than its intended use.""",Please do not use this for any purpose other than its intended use.,0.234,0.1,0.385,0.577,0.577,0.6955,0.8333,0.8035,0.8526,0.9273,0.9307,0.9295
434,"*If you experience difficulty in opening the lid, pressing down on it slightly will make it easier to open.","*If the lid is difficult to open, it will be easier to open if you press it slightly to crush it.*","If the lid is difficult to open, try pressing it slightly to make it easier to open.","*If the lid is difficult to open, it will be easier to open if you press the lid slightly to deform it.*",0.0693,0.2811,0.0629,0.2865,0.4577,0.2591,0.6643,0.8249,0.7148,0.774,0.8756,0.8137
435,"*When disposing the contents, detergent wastewater or container, please use the service of a specialised waste disposal company authorized by the respective prefecture.","※ When disposing of the contents, cleaning waste liquid, or containers, please entrust the task to a specialized waste disposal contractor authorized by the prefecture.","※ When disposing of the contents, cleaning waste liquid or containers, please use a specialized waste disposal contractor authorized by the prefectural authorities.","When disposing of the contents, cleaning waste liquid, or containers, please use a specialized waste disposal contractor authorized by the prefecture.",0.0843,0.0994,0.1038,0.4935,0.4714,0.5021,0.6985,0.6889,0.732,0.8627,0.8728,0.8711
438,The film's transparency allows clear readability of the covered contents even after application.,"""The transparency allows you to clearly read the text of the enclosed items even after processing.""","""The transparency of the material allows you to clearly read the text within the inclusions, even after processing.""",The transparency allows you to clearly read the text of the enclosed items even after processing.,0.0401,0.0309,0.0453,0.4772,0.3553,0.4772,0.6953,0.6752,0.6926,0.7818,0.7887,0.7771
439,*Please insert it into the device from the adhesive part of the film.,Please insert through the sealed part that has been adhered to the device.,Please insert through the seal part attached to the device.,Please insert at the seal part that is adhered to the device.,0.0457,0.0451,0.0458,0.1538,0.1575,0.155,0.5977,0.6213,0.611,0.7826,0.8202,0.7864
443,*The sheet is non-reusable after being processed.,"""※ Once the sheet has been processed, it cannot be restored.""","Note: Once processed, the sheet cannot be reproduced.","Note: Once the sheet has been processed, it cannot be reproduced.",0.0162,0.0224,0.0174,0.1351,0.1408,0.1351,0.7161,0.6444,0.6491,0.7828,0.8133,0.803
450,"*DO NOT use for industrial chemicals, alcohol, or oil-based products.","Please do not use this with industrial chemicals, alcohol, petroleum products, etc.","Do not absolutely use this with industrial chemicals, alcohol, petroleum products etc.","Please do not use this with industrial chemicals, alcohol, or petroleum products.",0.2575,0.2767,0.375,0.4745,0.4373,0.6593,0.7819,0.7298,0.7826,0.9002,0.8548,0.9085
451,*Please do not use it for boiling water.,*Please do not pour boiling water.*,Please do not add boiling water.,Please do not pour boiling water.,0.3863,0.1791,0.1791,0.4808,0.4808,0.4808,0.6584,0.639,0.627,0.7696,0.8712,0.7402
455,There's a risk of the contents leaking.,There is a risk of contents leaking.,There is a risk of the contents leaking.,There is a risk of the contents leaking.,0.212,0.7506,0.7506,0.6914,0.8431,0.8431,0.8885,0.9291,0.9291,0.9369,0.9436,0.9436
459,Comes equipped with a hole for easy hanging from a hook when being displayed in storefront.,"""It has a convenient hole that allows it to be hung on hooks at the store.""","""It has a convenient hole that allows it to be hung on hooks or other items.""","""It has a convenient hole that allows it to be hung on hooks in-store.""",0.0134,0.0134,0.0151,0.1562,0.1562,0.1582,0.6783,0.6316,0.7128,0.8129,0.8062,0.8132
460,"The hook hole and the bag are separated by a perforation, which allows for easy tearing and detachment of the bag by simply pulling downward.","The area between the hole for the hook and the main body has perforations, so when you hang it on a hook and pull the main body, it tears off below the hole, making it usable.","The area between the hole for the hook and the main body has perforations, so when you hang it on a hook and pull the main body, it tears off below the hole, allowing it to be used as intended.","The area between the hole for the hook and the main body has perforations, so when you hang it on a hook and pull the main body, it tears off below the hole, making it usable.",0.015,0.0136,0.015,0.2107,0.2264,0.2107,0.5854,0.6026,0.5854,0.7134,0.7163,0.7134
461,Surface with embossing process.,"""Embossed on the surface.""","""The surface features embossing.""",Embossed on the surface.,0.033,0.0393,0.0537,0.0,0.125,0.125,0.5838,0.6471,0.5891,0.4568,0.7916,0.553
464,"*Caution, toddlers and children may suffocate if they place the bags over their heads to play.",Please be aware that there is a risk of suffocation if infants or children wear this as a plaything.,Please be aware that there are risks such as suffocation if infants or children wear and play with it.,Please be aware that there is a risk of suffocation if infants or children wear this while playing.,0.0127,0.0144,0.0134,0.1568,0.1936,0.1578,0.6762,0.6133,0.6824,0.7563,0.7555,0.7774
465,"*Please avoid storing it in high temperature, humid, or flammable environments.","Please store in a cool, dry place away from high temperatures, humidity, and fire.","Please store away from heat, humidity, and open flames.","Please store away from high temperatures, humidity, and fire.",0.0169,0.0188,0.0198,0.1327,0.0463,0.0926,0.6897,0.7242,0.7515,0.8442,0.8323,0.8564
481,"Oriented polypropylene tape, transparent","OPP tape, transparent color","Oriented Polypropylene Tape, Transparent","OPP tape, transparent color",0.2659,0.0639,0.2659,0.4688,0.9922,0.4688,0.5959,0.9052,0.5959,0.8518,0.8758,0.8518
482,"Commonly used as packing tape, due to its low cost and high durability.","As a packaging tape, it is often used because it is inexpensive and strong.","As a packaging tape, it is often used due to its affordability and strength, with its price being particularly cost-effective.","As a packaging tape, it is often used because it is inexpensive and strong.",0.0327,0.058,0.0327,0.229,0.3883,0.229,0.7552,0.7364,0.7552,0.8675,0.8715,0.8675
487,*Please do not use it for other than its intended purpose.,※ Please avoid using for purposes other than packaging.,* Please do not use for anything other than packaging.,※ Please avoid using for purposes other than packaging.,0.0416,0.3583,0.0416,0.2922,0.5161,0.2922,0.6538,0.5851,0.6538,0.7826,0.7854,0.7826
488,It may damage the adhering surface.,"""The surface to which it is applied may be damaged.""","""Applying it may cause damage to the surface.""","""The surface to which it is applied may be damaged.""",0.0204,0.0501,0.0204,0.1562,0.5091,0.1562,0.7557,0.6495,0.7557,0.8528,0.8041,0.8528
492,*The properties show the measured value; they do not represent any standard or guarantee value.,※The physical properties are measured values and are not standard or guaranteed values.,"The physical properties are measured values, not standard values or guaranteed ones.",※The physical properties are measured values and not standard or guaranteed values.,0.0299,0.0175,0.0294,0.3453,0.3263,0.3477,0.7636,0.762,0.7666,0.8745,0.827,0.8651
499,"*When disposing of the contents, detergent drain, or container, please use the service of a specialised waste disposal company certified by the respective prefecture.","※ When disposing of the contents, cleaning waste liquid, or containers, please entrust the task to a professional waste disposal contractor authorized by the prefecture.","※ When disposing of the contents, cleaning waste liquid, or containers, please hire a specialized waste disposal company authorized by the local government.","※ When disposing of the contents, cleaning waste liquid, or containers, please entrust the task to a professional waste disposal contractor authorized by the prefecture.",0.2481,0.259,0.2481,0.4167,0.3962,0.4167,0.67,0.6621,0.67,0.8598,0.8629,0.8598
