index,reference,zero_shot_translation,improved_translation,single_agent_translation,bleu_zero_shot,bleu_improved,bleu_single_agent,meteor_zero_shot,meteor_improved,meteor_single_agent,bleurt_zero_shot,bleurt_improved,bleurt_single_agent,comet_zero_shot,comet_improved,comet_single_agent
266,The order code on the box and the order code on the wrapping paper of the 500-sheet pack differ.,The order code printed on the box is different from the order code printed on the 500-sheet packaging paper.,The order code on the box differs from the order code printed on the 500-sheet packaging.,The product codes on the box and the 500-sheet packaging differ.,0.1304,0.3509,0.2086,0.4984,0.5466,0.4521,0.7285,0.7429,0.7041,0.8562,0.8666,0.8117
267,(To sell 500-sheet packs as a single pack.),"""It is for sale as a single volume containing 500 sheets.""",It is sold as a single volume containing 500 sheets.,"""It is sold as a single volume of 500 sheets.""",0.076,0.1003,0.0826,0.3548,0.4573,0.4573,0.6698,0.6874,0.6624,0.7645,0.7619,0.7711
270,"Quickly clean oil, grease, and other grime from brake linings, brake drums, mechanical parts, etc., as well as remove oil, grease, carbon, and other contaminants without dispersing particles into the air.","The dirt such as oil and grease attached to brake linings, brake drums, and mechanical parts is thoroughly removed, and the various dusts generated from the brake system are prevented from scattering into the air, quickly and cleanly removing oil, grease, and carbon deposits.","The dirt such as oil and grease attached to brake linings, brake drums, and mechanical parts is thoroughly removed, and the various dusts generated from the brake system are prevented from scattering into the air. The oil, grease, and carbon deposits are quickly and thoroughly cleaned.","The brake components, such as linings, drums, and parts, are thoroughly cleaned to remove any oil, grease, and carbon deposits, preventing the various dust generated from the brake system from scattering into the air.",0.2158,0.2254,0.1959,0.3625,0.2895,0.3741,0.7404,0.74,0.7221,0.8341,0.8296,0.8296
271,"Also, this cleaning agent doesn't contain any chlorofluorocarbons or trichloroethane, which attribute to ozone layer depletion and environmental pollution, so it does not fall under the Ordinance on the Prevention of Organic Solvent Poisoning.","It is a cleaning agent that is not subject to the Organic Solvent Poisoning Prevention Regulation, and does not contain any chlorofluorocarbons or trichloroethane, which are the causes of ozone layer depletion and environmental pollution.","Also, it is a cleaning agent that is not subject to the Organic Solvent Poisoning Prevention Regulation and does not contain any chlorofluorocarbons or trichloroethane, which are the causes of ozone layer depletion and environmental pollution.","The cleaning agent does not contain any chlorofluorocarbons or trichloroethane, substances that cause ozone layer depletion and environmental pollution, and is not subject to the Organic Solvent Poisoning Prevention Regulation.",0.3464,0.3582,0.3473,0.6376,0.6579,0.5667,0.7513,0.7583,0.7748,0.8803,0.8823,0.8844
274,This product can be sprayed even when the can is upside-down.,Upside-down use of the can is okay.,It is okay to use the can upside down.,It's okay to use the container upside-down.,0.0896,0.0435,0.0402,0.2778,0.2366,0.0943,0.5709,0.6305,0.6168,0.735,0.7809,0.7523
276,"Nitrile rubber gloves, extra thin, powder free, blue, 100 pack","Nitrile rubber gloves, ultra-thin, powder-free, blue color, 100 pieces.","Nitrile rubber gloves, ultra-thin, powder-free, blue color, pack of 100.","Gants en caoutchouc nitrile, extrêmement fins, sans poudre, couleur bleue, pack de 100.",0.2474,0.2223,0.0169,0.3788,0.375,0.0971,0.8374,0.835,0.304,0.8986,0.9015,0.6556
277,"Soft and snugly fitting, these gloves are ideal for tasks requiring detailed work over a long period of time.",Fits snugly in the hand and is suitable for long periods of detailed work.,"The soft, snug fit in the hand makes it suitable for extended periods of detailed work.","The object fits the hand comfortably and precisely, making it well-suited for extended periods of detailed work.",0.0265,0.0254,0.0265,0.3094,0.1989,0.2268,0.7038,0.7053,0.587,0.8218,0.8297,0.8117
279,Convenient left/right dual usage allows for waste-free use.,You can use it without waste as it is a convenient ambidextrous type.,"You can use this convenient product without waste, as it is suitable for both left and right-handed users.",You can use this convenient ambidextrous type with ease.,0.017,0.0127,0.0251,0.0588,0.1667,0.0617,0.5617,0.7278,0.5388,0.6482,0.7526,0.6491
283,"*Some people may experience itchiness, rashes, etc.","May cause itching, rash, or other skin irritations, depending on individual constitution.","Depending on individual constitution, this product may cause itching, rashes, or other skin irritations.","Depending on individual constitution, this may cause itching, rash, or skin irritations.",0.0162,0.0607,0.0174,0.0667,0.1299,0.0667,0.6616,0.717,0.6986,0.7921,0.8153,0.7959
286,"The gloves might swell, deteriorate, or the chemical/solvent might permeate through.","It may swell, penetrate, and age.","The material may swell, penetrate, and deteriorate over time.","The material may expand, permeate, and deteriorate over time.",0.0346,0.0401,0.0226,0.0476,0.0926,0.0463,0.4302,0.6161,0.6043,0.5785,0.7355,0.7101
289,"*Be careful not to damage them with your fingernails, blades, or other sharp objects.","Be careful not to scratch yourself with your fingertips, sharp objects, or pointed items.","Be careful not to scratch yourself with your fingertips, sharp objects, or pointed items.","Be careful not to scratch yourself with your fingertips, blades, or other sharp-edged tools.",0.2113,0.2113,0.3757,0.4534,0.4534,0.5564,0.6667,0.6667,0.6381,0.8422,0.8422,0.8792
290,This leads to leakage.,The cause of water leakage.,This will cause water leakage.,The water leak is the cause.,0.0863,0.0955,0.033,0.122,0.2439,0.0,0.6976,0.7931,0.6779,0.8046,0.8924,0.7911
295,The design makes the size obvious at first glance.,The design is self-evident in size.,The design's size is immediately apparent.,The design's size is immediately apparent.,0.0541,0.0544,0.0544,0.1149,0.1149,0.1149,0.7123,0.765,0.765,0.691,0.7753,0.7753
299,"*If the alkaline liquid from a battery gets in your eyes, it can cause loss of vision, so immediately rinse your eyes with a large amount of clean water, and then receive treatment from a doctor.","If the alkaline battery liquid gets into the eyes, there is a risk of blindness, so immediately rinse with a large amount of clean water and receive medical treatment.","If the alkaline battery liquid gets into the eyes, there is a risk of blindness, so immediately rinse with a large amount of clean water and seek medical treatment.","If the liquid from an alkaline battery gets in your eyes, you could go blind, so immediately rinse with a large amount of clean water and get medical help.",0.2592,0.2566,0.3358,0.4306,0.4139,0.4704,0.7485,0.7489,0.7412,0.8746,0.8719,0.8705
306,"*These batteries are not rechargeable, so charging them can lead to leakage, overheating, or rupture.","This battery is not rechargeable, so charging it may cause leakage, overheating, or explosion.","This battery is not rechargeable, so charging it may cause leakage, overheating, or explosion.","This battery is not rechargeable, so charging it may result in liquid leakage, overheating, or the risk of explosion.",0.3685,0.3685,0.3157,0.5228,0.5228,0.5588,0.7758,0.7758,0.7411,0.8902,0.8902,0.8785
315,These gloves are soft and well-fitting.,It is a work glove that fits softly and comfortably.,"The gloves have a soft, comfortable fit.","The comfortable work glove has a soft, well-fitting feel.",0.0224,0.0316,0.0248,0.1562,0.082,0.0794,0.7206,0.8136,0.7098,0.8591,0.8749,0.8642
318,*Do not use during mechanical work involving rotating parts.,Do not use for machinery operations involving rotational bodies.,※Do not use for machinery operations involving rotational bodies.,Do not use this machine for operations involving rotating parts.,0.1074,0.048,0.3393,0.4167,0.4167,0.5319,0.7192,0.7289,0.7451,0.8387,0.8582,0.9008
321,High Quality Washi Paper-based Masking Tape,"Masking tape, high quality, Japanese paper-based.",High-quality masking tape made from Japanese paper-based material.,Ruban-cache de haute qualité à base de papier japonais.,0.024,0.0,0.0,0.1667,0.4122,0.0,0.6023,0.6342,0.2153,0.747,0.7269,0.5563
323,"Minimal adhesive residue, and vertical tearing is unlikely to occur.",The nori (seaweed) residue is minimal and vertical tearing is less likely to occur.,"The nori (seaweed) remaining is minimal, and vertical tearing is less likely to occur.",のり残りが少なく、タテ裂けが起こりにくい。,0.2141,0.2689,0.0,0.6466,0.5662,0.0,0.5917,0.6109,0.4903,0.7849,0.7391,0.6489
324,"*Depending on the type of surface or paint used, adhesive marks or adhesive residue may remain, so please test that there are no issues before use.","Please check that there are no issues before use, as adhesive residue or staining may occur depending on the surface and type of paint.","Depending on the surface and type of paint, adhesive residue or staining may occur, so please check that there are no issues before using.","The surface may have adhesive residue depending on the type of paint, so please check and confirm there are no issues before use.",0.2679,0.2916,0.3409,0.61,0.6541,0.6384,0.7696,0.7875,0.7659,0.8969,0.9085,0.9046
329,"*Tissues don't dissolve in water, so please don't flush them down the toilet.","Please do not flush tissues down the water-flushing toilet, as they do not dissolve easily in water.","Do not flush tissues down the toilet, as they do not dissolve easily in water.","Please do not flush tissues down the toilet, as they do not dissolve easily in water.",0.0392,0.0803,0.0819,0.3182,0.2818,0.3206,0.709,0.7991,0.8019,0.8161,0.8501,0.8593
331,"*Do not place near fire, as they are combustible.",Do not place it near open flames as it may cause ignition.,"Do not place it near open flames, as it may cause ignition.","Do not place it near fire, as it may ignite.",0.0914,0.0967,0.317,0.3394,0.3394,0.5319,0.6424,0.6367,0.7492,0.8404,0.8454,0.8532
334,Weak adhesive masking tape with a quality that is suitable even for professional use.,It is a low-tack masking tape that can be used with confidence by professional users as well.,It is a low-tack protective tape that can be used with confidence by professional users.,"It is a high-quality, low-tack masking tape that professional users can use with confidence.",0.0323,0.02,0.0379,0.3354,0.2128,0.3426,0.6541,0.6205,0.6481,0.7673,0.766,0.7844
339,This polyethylene cloth masking tape can be easily torn by hand and has superior weather and water resistance.,The polyethylene cross tape for protection is easy to cut by hand and has excellent weather and water resistance.,The protective polyethylene tape is easy to cut by hand and has excellent weather and water resistance.,The Polyethylene Adhesive Tape is easy to cut by hand and has excellent weather and water resistance.,0.3157,0.335,0.3186,0.5792,0.5857,0.5857,0.6861,0.7522,0.6733,0.8233,0.8549,0.8087
340,It can easily be peeled off and reapplied.,Good repeatability.,The repeatability is satisfactory.,Repeatability is good.,0.0154,0.0241,0.023,0.0,0.0658,0.0667,0.4321,0.554,0.5395,0.4899,0.5281,0.4915
341,"*Depending on the surface or environment, adhesive strength and other aspects may not perform as expected.","The adhesive strength and other values may not be as indicated, depending on the object to be attached and the usage environment.","The adhesive strength and other values may not meet the stated specifications, depending on the object to be attached and the usage environment.","The adhesive strength may not be as indicated, depending on the object and usage environment.",0.1473,0.138,0.0436,0.4146,0.378,0.4417,0.7146,0.7154,0.7535,0.8685,0.8702,0.8759
349,"*After masking, remove the tape slowly, as it may tear if peeled too quickly.",Remove the tape slowly as there is a risk of tearing if removed too quickly.,"Please remove the tape slowly, as there is a risk of tearing if it is removed too quickly.","After the curing process, please peel off the tape slowly, as there is a risk of it tearing if removed too quickly.",0.0971,0.3157,0.2087,0.5319,0.6722,0.6829,0.6998,0.7137,0.7312,0.8241,0.8347,0.8353
350,"*The adhesive has a distinctive smell, so it's recommended to use this product in a well ventilated area.",Please use the product in a well-ventilated area as it has a characteristic adhesive odor.,"The adhesive has a characteristic odor, so it is recommended to use it in a well-ventilated area.","The product has a characteristic colle odor, so it is recommended to use it in a well-ventilated area.",0.0626,0.2317,0.1031,0.271,0.5237,0.4956,0.7844,0.8184,0.7234,0.8842,0.9062,0.8414
351,"*Depending on the surface and the period of masking, it is possible to mark or damage the surface, so please test before use.","The surface to be applied and the curing period may cause contamination or damage to the surface, so please check before use.","Depending on the surface to which it is applied and the curing period, the application may cause contamination or damage to the surface, so please check before use.","The surface may be contaminated or damaged during application, so please check before use.",0.2186,0.2784,0.0553,0.6053,0.6254,0.3469,0.658,0.7209,0.6293,0.8137,0.8433,0.8151
356,They have superior weatherproofing compared to other cable ties.,Weatherability has been improved compared to the conventional product.,The weather resistance has been improved compared to the conventional product.,The durability has been improved compared to the conventional product.,0.0494,0.0399,0.0441,0.2083,0.2038,0.206,0.6327,0.6552,0.5191,0.7454,0.7946,0.7696
360,Storing them in an airtight container is recommended.,It is recommended to store in a sealed container.,"When storing, it is recommended to keep in a sealed container.",It is recommended to store in a sealed container.,0.0561,0.0413,0.0561,0.1852,0.1205,0.1852,0.7096,0.726,0.7096,0.8475,0.8529,0.8475
362,*Reusing the cable ties may cause problems due to a loss in binding strength.,The product may malfunction due to insufficient cohesion if used again after initial use.,"※ Once the product has been used, there is a possibility of issues occurring due to insufficient cohesion if used again.",Reusing the product after its initial use may cause malfunctions due to a lack of structural integrity.,0.0311,0.022,0.0812,0.2254,0.2147,0.3934,0.5469,0.594,0.583,0.7358,0.7249,0.6842
365,"*When installing, please install flush with the vehicle's mounting area.",Please install it straight onto the vehicle mounting part.,"Note: When installing, please attach it straight onto the vehicle mounting part.",Please install it straight onto the vehicle's mounting part.,0.0376,0.2102,0.1977,0.3188,0.3094,0.4889,0.7403,0.7734,0.7527,0.7952,0.8379,0.8264
368,Please be assured that all of the products we currently sell are quality assured.,"The products currently on sale have undergone quality inspection, so please use them with confidence.","The products currently on sale are of assured quality, so please use them with confidence.",The quality-inspected products currently on sale can be used with assurance.,0.0163,0.0187,0.0188,0.2638,0.3401,0.146,0.7342,0.7844,0.6822,0.8638,0.8931,0.7676
369,*It is recommended that this product be fitted by a mechanic.,We recommend that the replacement work be entrusted to a maintenance service provider.,We recommend having the replacement work done by a maintenance service provider.,We recommend having a maintenance provider (整備業者) do the replacement work.,0.0202,0.0364,0.017,0.2818,0.2302,0.0909,0.562,0.5939,0.5046,0.7815,0.7263,0.6642
370,In some cases we may not be able to compensate you if you do the work yourself.,"In the event that the exchange work is carried out individually, there may be cases where compensation cannot be provided.","If the exchange work is carried out individually, compensation may not be possible.","If you perform the exchange work individually, you may not be eligible for compensation.",0.0248,0.0637,0.0687,0.2023,0.3448,0.4591,0.5981,0.5874,0.6248,0.7557,0.7479,0.7677
371,"*Screw dimensions differ between oil filters, so even if the height and outer diameter look the same, please check the model of car and screw dimensions before installation.","The screw dimensions vary for each oil filter, so even if the height and outer diameter appear to be the same as the filter, please reconfirm the vehicle model and screw dimensions before installation.","※ The screw dimensions vary between each oil filter, so even if the height and outer diameter appear to be the same as the filter, please reconfirm the vehicle model and screw dimensions before installation.","The oil filter thread size may vary across models, so even if the height and outer diameter appear the same, be sure to reconfirm the vehicle and thread size before installation.",0.3831,0.3766,0.32,0.6556,0.6791,0.5567,0.7575,0.7291,0.7023,0.8913,0.8957,0.8792
373,*Even slight differences can cause major problems.,There may be cases where even a slight difference can lead to a major problem.,Even slight differences can sometimes lead to major problems.,There may be significant issues even with slight differences.,0.0174,0.3799,0.0494,0.4808,0.6722,0.0694,0.8049,0.8596,0.7386,0.88,0.9246,0.8308
378,"White Knitwear Ragcloth, Made from Used Fabric","White knitted fabric, used.",Used white knitted fabric.,Secondhand pre-owned white fabric.,0.0348,0.0295,0.0,0.0746,0.1493,0.0746,0.4902,0.4582,0.4465,0.7045,0.7243,0.6026
380,An excellent product even among ragcloths.,It is an excellent product among Ues products.,The product is excellent among Wes products.,The Ues product is an excellent one.,0.0603,0.0393,0.0366,0.6048,0.2459,0.4189,0.526,0.515,0.4401,0.7038,0.7765,0.6433
382,Pre-cut.,Cut.,The task is completed.,The cutting has been completed.,0.1495,0.0537,0.0408,0.0,0.0,0.0,0.4708,0.4039,0.5833,0.6556,0.5696,0.6713
390,*Use only for the intended purpose.,Do not use for purposes other than intended.,Please do not use this for any purpose other than the intended use.,Do not use this for any purpose other than the intended one.,0.0316,0.038,0.0413,0.0806,0.3814,0.3872,0.6774,0.7129,0.6939,0.8535,0.8542,0.8454
393,"Avoid using together with chemical products, as contact with them may cause the color to fade.",Avoid using chemical products as they may cause color fading.,Avoid contact with chemical products as they may cause color fading.,"Avoid using chemical products, as there is a risk of color fading when in contact with them.",0.0404,0.0822,0.2148,0.3717,0.4073,0.4658,0.817,0.8358,0.8326,0.8831,0.9096,0.8906
395,Do not use for applications where the product comes in contact with foodstuffs.,Do not use for applications that come into contact with food.,Do not use for applications that come into contact with food products.,食品に触れる用途には使用しないでください。,0.3191,0.3184,0.0,0.6085,0.6038,0.0,0.7841,0.8253,0.4239,0.8962,0.9077,0.6855
398,"*Please avoid using together with chemical products, as contact with them can cause the color to fade.",Please avoid using chemical products as they may cause color fading.,"Contact with chemical products may cause color fading, so please avoid using such products.",Avoid using chemical products as they may cause color fading.,0.063,0.0691,0.0241,0.26,0.3428,0.2616,0.818,0.8239,0.7953,0.8899,0.9166,0.8704
399,"Industrial hand cleaner, including orange extract moisturizing agents and exfoliant","Hand cleaner, industrial, with orange extract moisturizing ingredients, with scrub.",Industrial hand cleaner with orange extract moisturizing ingredients and scrub.,Industrial hand cleaner with orange extract moisturizing ingredients and scrub.,0.0889,0.1631,0.1631,0.484,0.5625,0.5625,0.6501,0.7397,0.7397,0.8235,0.8624,0.8624
409,"If a strange sensation persists, consult an eye specialist.","If you continue to feel a foreign body sensation, please consult an ophthalmologist.","If you continue to experience a foreign body sensation, please consult an ophthalmologist.","If you continue to experience a foreign body sensation, please see an ophthalmologist.",0.0382,0.0382,0.0207,0.3358,0.3358,0.1596,0.7437,0.7381,0.7497,0.8087,0.826,0.8169
421,"*After use, please dispose of this product in accordance with the proper garbage disposal methods specified by your local government.",Please dispose of this product after use according to the waste disposal methods specified by your local municipality.,"After use, please dispose of this product according to the waste disposal methods specified by your local municipality.",Please dispose of this product after use according to the waste disposal methods specified by your local municipality.,0.3279,0.5189,0.3279,0.647,0.6988,0.647,0.806,0.8221,0.806,0.9169,0.9224,0.9169
422,"*When closing the bag, tie it tightly with a zip tie.",Please securely tie the bag closed with a cable tie.,Please securely close the bag with a cable tie.,Please securely close the bag with a tie band.,0.0546,0.0518,0.0468,0.3912,0.413,0.413,0.6772,0.6695,0.6896,0.8456,0.8485,0.854
428,*Please do not use it for other than its intended purpose.,Do not use for purposes other than the original intended use.,Please do not use for purposes other than the original intended use.,Do not use this product for any purpose other than its original intended use.,0.0539,0.2545,0.0953,0.577,0.5718,0.6637,0.7696,0.795,0.8034,0.916,0.9258,0.9173
434,"*If you experience difficulty in opening the lid, pressing down on it slightly will make it easier to open.",The lid can be opened more easily by pressing it down slightly as if flattening it.,"If the lid is difficult to open, press down on it slightly to make it easier to open.",You can open the lid more easily by pressing down on it slightly.,0.0139,0.3634,0.1839,0.1604,0.5761,0.3449,0.616,0.8366,0.7846,0.7921,0.8868,0.8189
435,"*When disposing the contents, detergent wastewater or container, please use the service of a specialised waste disposal company authorized by the respective prefecture.","When disposing of the contents, cleaning waste liquid, or containers, please entrust it to a specialized waste disposal company that has obtained permission from the prefectural government.","Please dispose of the contents, cleaning waste liquid, or containers through a specialized waste disposal company that has obtained permission from the prefectural government.","When disposing of the contents, cleaning waste liquid, or containers, please entrust the task to a specialized waste disposal company that has obtained prefectural permission.",0.0699,0.0691,0.075,0.3414,0.3458,0.3443,0.7097,0.6979,0.7068,0.8576,0.8629,0.8628
438,The film's transparency allows clear readability of the covered contents even after application.,"The text translates to:

""It has transparency and the text of the encapsulated material can be clearly read even after processing.""",The text remains clear and readable even after processing due to its transparency.,"The material has transparency, and the text of the enclosed contents can be read clearly even after processing.",0.0261,0.037,0.0342,0.3704,0.2862,0.3786,0.6387,0.6956,0.7199,0.7217,0.7888,0.7879
439,*Please insert it into the device from the adhesive part of the film.,Please insert from the adhesive-processed seal portion of the device.,※ Please insert the device from the adhesive-processed seal portion.,Please insert the device from the adhesive-processed portion.,0.0554,0.2016,0.1894,0.4429,0.2929,0.2976,0.5991,0.6048,0.6059,0.8213,0.8266,0.8386
443,*The sheet is non-reusable after being processed.,The sheet once processed becomes irreparable.,"Once processed, the sheet becomes irreparable.","Once processed, the sheet cannot be reused.",0.0624,0.0323,0.0278,0.0725,0.0725,0.1429,0.7262,0.7261,0.7639,0.766,0.7898,0.8788
450,"*DO NOT use for industrial chemicals, alcohol, or oil-based products.","Do not use for industrial chemicals, alcohol, petroleum products, or the like.","Absolutely do not use for industrial chemicals, alcohol, or petroleum products.","Do not use these under any circumstances: industrial chemicals, alcohol, petroleum products, or similar substances.",0.4231,0.5622,0.2195,0.6783,0.7859,0.5357,0.7814,0.7803,0.7412,0.9192,0.9067,0.8414
451,*Please do not use it for boiling water.,Do not pour in hot water.,Please do not pour in hot water.,"Do not use hot water, please.",0.0504,0.1346,0.0544,0.3276,0.3235,0.3775,0.55,0.5912,0.6734,0.5883,0.6238,0.8673
455,There's a risk of the contents leaking.,The contents may leak.,There is a risk of the contents leaking.,There is a risk of the contents leaking.,0.0287,0.7506,0.7506,0.2799,0.8431,0.8431,0.8215,0.9291,0.9291,0.8046,0.9436,0.9436
459,Comes equipped with a hole for easy hanging from a hook when being displayed in storefront.,It has a convenient hole that can be hung on hooks or the like at the store counter.,The item has a convenient hole that can be hung on hooks or the like on the store counter.,The item has a convenient hole that allows it to be hung on hooks or similar devices at the store counter.,0.0134,0.0127,0.0114,0.1543,0.1534,0.1515,0.651,0.6603,0.7137,0.7567,0.7583,0.8224
460,"The hook hole and the bag are separated by a perforation, which allows for easy tearing and detachment of the bag by simply pulling downward.","The space between the hook hole and the main body is perforated, so you can hook it and pull the main body to cut it from the bottom of the hole, making it usable.","The space between the hook hole and the main body is perforated, so you can hook the main body and pull it to cut it from the bottom of the hole, making it usable.",The perforated space between the hook hole and the item allows the item to be separated from the bottom of the hole by hooking and pulling it.,0.0843,0.0843,0.1206,0.2657,0.2657,0.2928,0.5546,0.5477,0.6331,0.7126,0.7045,0.7771
461,Surface with embossing process.,Embossed surface.,The surface has an embossed finish.,Embossed.,0.0583,0.033,0.0334,0.1316,0.2381,0.0,0.6524,0.7003,0.3518,0.5626,0.7662,0.3719
464,"*Caution, toddlers and children may suffocate if they place the bags over their heads to play.",Please be careful as there is a risk of suffocation if infants or children play by putting it over their heads.,"Please be careful, as there is a risk of suffocation if infants or children play by putting the object over their heads.","Please be careful, as infants or children may risk suffocation if they play by putting it over their heads.",0.0531,0.0515,0.0726,0.3098,0.3823,0.4601,0.7348,0.7497,0.7295,0.7896,0.8017,0.8224
465,"*Please avoid storing it in high temperature, humid, or flammable environments.","Keep in the place away from high temperature and high humidity, and away from fire.","Please keep in a place away from high temperature and high humidity, and away from open flames.","Store in a cool, dry place away from heat and humidity.",0.0306,0.0283,0.0175,0.0877,0.0862,0.0909,0.5664,0.6061,0.5217,0.7312,0.7842,0.7333
481,"Oriented polypropylene tape, transparent",Transparent color OPP tape.,OPP tape.,Transparent OPP Tape,0.0537,0.0583,0.0,0.125,0.0,0.1282,0.5798,0.4333,0.5843,0.7823,0.5106,0.7236
482,"Commonly used as packing tape, due to its low cost and high durability.",Packing tape is widely used because it is inexpensive and has high strength.,Packing tape is widely used because it is inexpensive and has high strength.,"Widely used for packaging, this tape is inexpensive and highly durable.",0.0199,0.0199,0.0199,0.2308,0.2308,0.1172,0.7625,0.7625,0.7699,0.8816,0.8816,0.8818
487,*Please do not use it for other than its intended purpose.,Please avoid using for purposes other than packaging.,※Please avoid using for purposes other than packaging.,Avoid using for packaging purposes.,0.0409,0.0387,0.0151,0.295,0.295,0.0962,0.6026,0.6487,0.4328,0.7746,0.7843,0.5871
488,It may damage the adhering surface.,May cause damage to the surface to be applied.,The application of this product may potentially damage the surface.,The surface may be damaged when applied.,0.0298,0.0596,0.0366,0.2381,0.4932,0.2459,0.6464,0.7014,0.675,0.7889,0.8199,0.846
492,*The properties show the measured value; they do not represent any standard or guarantee value.,The physical properties are measured values and not specification values or guaranteed values.,"The physical properties are measurement values, not specification or guaranteed values.","The physical properties are measured values, not specification or guaranteed values.",0.0168,0.0158,0.0166,0.2881,0.292,0.292,0.7483,0.7255,0.7376,0.8386,0.8132,0.7996
499,"*When disposing of the contents, detergent drain, or container, please use the service of a specialised waste disposal company certified by the respective prefecture.","When disposing of the contents, cleaning waste liquid, or containers, please entrust it to a specialized waste disposal company that has obtained permission from the prefectural government.","When disposing of the contents, cleaning waste liquid, or containers, please entrust them to a specialized waste disposal company that has obtained permission from the prefectural government.","When disposing of the contents, cleaning waste liquid, or containers, please entrust them to a specialized waste disposal company that has obtained permission from the prefectural authorities.",0.2313,0.2313,0.2313,0.3287,0.3287,0.3287,0.6827,0.6856,0.6921,0.8532,0.861,0.8605
